基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
161616.OF,融通医疗保健行业A,300529.SZ,7.8373,7.1255,-0.7118,2020/9/30
161616.OF,融通医疗保健行业A,603233.SH,4.6765,5.4613,0.7848,2020/9/30
161706.OF,招商优质成长,600438.SH,7.4806,4.2764,-3.2042,2020/9/30
161706.OF,招商优质成长,600763.SH,8.898,3.8097,-5.0883,2020/9/30
161706.OF,招商优质成长,000661.SZ,8.8505,0,-8.8505,2020/9/30
161706.OF,招商优质成长,300015.SZ,8.0527,0,-8.0527,2020/9/30
161706.OF,招商优质成长,600809.SH,5.053,0,-5.053,2020/9/30
161706.OF,招商优质成长,603369.SH,5.318,0,-5.318,2020/9/30
161706.OF,招商优质成长,000858.SZ,5.6949,0,-5.6949,2020/9/30
161706.OF,招商优质成长,601012.SH,6.139,9.3356,3.1966,2020/9/30
161706.OF,招商优质成长,300347.SZ,7.7107,5.1252,-2.5855,2020/9/30
161706.OF,招商优质成长,600519.SH,7.6673,0,-7.6673,2020/9/30
161706.OF,招商优质成长,601398.SH,0,7.7335,7.7335,2020/9/30
161706.OF,招商优质成长,601939.SH,0,7.7272,7.7272,2020/9/30
161706.OF,招商优质成长,600900.SH,0,7.6813,7.6813,2020/9/30
161706.OF,招商优质成长,002271.SZ,0,4.7152,4.7152,2020/9/30
161706.OF,招商优质成长,601288.SH,0,3.9542,3.9542,2020/9/30
161706.OF,招商优质成长,601111.SH,0,3.6261,3.6261,2020/9/30
161810.OF,银华内需精选,002299.SZ,8.4058,7.1659,-1.2399,2020/9/30
161810.OF,银华内需精选,603019.SH,8.1841,4.8138,-3.3703,2020/9/30
161810.OF,银华内需精选,300558.SZ,7.6076,5.4224,-2.1852,2020/9/30
161810.OF,银华内需精选,688111.SH,6.4064,4.4652,-1.9412,2020/9/30
161810.OF,银华内需精选,002124.SZ,6.0251,5.247,-0.7781,2020/9/30
161810.OF,银华内需精选,002100.SZ,5.7304,4.9853,-0.7451,2020/9/30
161810.OF,银华内需精选,300244.SZ,5.7178,4.2697,-1.4481,2020/9/30
161810.OF,银华内需精选,603986.SH,5.0279,0,-5.0279,2020/9/30
161810.OF,银华内需精选,002157.SZ,8.7921,8.2602,-0.5319,2020/9/30
161810.OF,银华内需精选,002385.SZ,9.1837,7.9128,-1.2709,2020/9/30
161810.OF,银华内需精选,601899.SH,0,7.565,7.565,2020/9/30
161837.OF,银华大盘精选两年定开,600887.SH,3.4896,3.3871,-0.1025,2020/9/30
161837.OF,银华大盘精选两年定开,002007.SZ,0,3.2738,3.2738,2020/9/30
161837.OF,银华大盘精选两年定开,601318.SH,0,2.9347,2.9347,2020/9/30
161837.OF,银华大盘精选两年定开,601888.SH,0,2.9244,2.9244,2020/9/30
161837.OF,银华大盘精选两年定开,000858.SZ,8.2941,8.3428,0.0487,2020/9/30
161837.OF,银华大盘精选两年定开,600519.SH,7.7523,7.286,-0.4663,2020/9/30
161837.OF,银华大盘精选两年定开,000568.SZ,5.4759,7.8467,2.3708,2020/9/30
161837.OF,银华大盘精选两年定开,002475.SZ,4.1356,3.061,-1.0746,2020/9/30
161837.OF,银华大盘精选两年定开,002311.SZ,3.7931,0,-3.7931,2020/9/30
161837.OF,银华大盘精选两年定开,000661.SZ,3.6614,0,-3.6614,2020/9/30
161837.OF,银华大盘精选两年定开,600809.SH,3.5306,5.0681,1.5375,2020/9/30
161837.OF,银华大盘精选两年定开,601012.SH,3.2982,3.9183,0.6201,2020/9/30
161837.OF,银华大盘精选两年定开,0700.HK,3.0371,0,-3.0371,2020/9/30
161903.OF,万家行业优选,300124.SZ,0,6.2443,6.2443,2020/9/30
161903.OF,万家行业优选,601633.SH,0,4.353,4.353,2020/9/30
161903.OF,万家行业优选,300012.SZ,6.18,5.9847,-0.1953,2020/9/30
161903.OF,万家行业优选,600588.SH,8.8575,8.6993,-0.1582,2020/9/30
161903.OF,万家行业优选,002594.SZ,8.6871,9.2623,0.5752,2020/9/30
161903.OF,万家行业优选,002352.SZ,7.8609,5.9839,-1.877,2020/9/30
161903.OF,万家行业优选,300676.SZ,7.1436,6.3302,-0.8134,2020/9/30
161903.OF,万家行业优选,300454.SZ,6.4435,8.5002,2.0567,2020/9/30
161903.OF,万家行业优选,002439.SZ,5.7711,5.9389,0.1678,2020/9/30
161903.OF,万家行业优选,603986.SH,8.915,8.7465,-0.1685,2020/9/30
161903.OF,万家行业优选,300223.SZ,3.9461,0,-3.9461,2020/9/30
161903.OF,万家行业优选,300750.SZ,3.6766,0,-3.6766,2020/9/30
162006.OF,长城久富,002791.SZ,6.1578,3.8549,-2.3029,2020/9/30
162006.OF,长城久富,603596.SH,8.3772,8.6468,0.2696,2020/9/30
162006.OF,长城久富,002080.SZ,8.6932,9.282,0.5888,2020/9/30
162006.OF,长城久富,300545.SZ,9.1517,9.0564,-0.0953,2020/9/30
162006.OF,长城久富,300567.SZ,4.504,0,-4.504,2020/9/30
162006.OF,长城久富,300572.SZ,3.3217,3.535,0.2133,2020/9/30
162006.OF,长城久富,002541.SZ,5.3614,6.4645,1.1031,2020/9/30
162006.OF,长城久富,600984.SH,9.1785,6.7125,-2.466,2020/9/30
162006.OF,长城久富,300607.SZ,7.7179,0,-7.7179,2020/9/30
162006.OF,长城久富,603208.SH,5.282,2.6671,-2.6149,2020/9/30
162006.OF,长城久富,002375.SZ,0,4.3398,4.3398,2020/9/30
162006.OF,长城久富,300627.SZ,0,3.9443,3.9443,2020/9/30
162102.OF,金鹰中小盘精选,603003.SH,3.9468,0,-3.9468,2020/9/30
162102.OF,金鹰中小盘精选,601066.SH,4.1168,0,-4.1168,2020/9/30
162102.OF,金鹰中小盘精选,300059.SZ,4.1782,0,-4.1782,2020/9/30
162102.OF,金鹰中小盘精选,300738.SZ,4.2402,0,-4.2402,2020/9/30
162102.OF,金鹰中小盘精选,688318.SH,4.2744,0,-4.2744,2020/9/30
162102.OF,金鹰中小盘精选,603881.SH,5.139,0,-5.139,2020/9/30
162102.OF,金鹰中小盘精选,002075.SZ,5.4817,0,-5.4817,2020/9/30
162102.OF,金鹰中小盘精选,601377.SH,0,3.2469,3.2469,2020/9/30
162102.OF,金鹰中小盘精选,600999.SH,0,4.0456,4.0456,2020/9/30
162102.OF,金鹰中小盘精选,601211.SH,0,3.9164,3.9164,2020/9/30
162102.OF,金鹰中小盘精选,300033.SZ,0,3.8784,3.8784,2020/9/30
162102.OF,金鹰中小盘精选,601788.SH,0,3.2158,3.2158,2020/9/30
162102.OF,金鹰中小盘精选,601696.SH,0,3.2306,3.2306,2020/9/30
162102.OF,金鹰中小盘精选,601878.SH,0,3.7756,3.7756,2020/9/30
162102.OF,金鹰中小盘精选,002797.SZ,0,3.4198,3.4198,2020/9/30
162102.OF,金鹰中小盘精选,600109.SH,0,3.4272,3.4272,2020/9/30
162102.OF,金鹰中小盘精选,603912.SH,3.7672,0,-3.7672,2020/9/30
162102.OF,金鹰中小盘精选,600745.SH,3.9155,0,-3.9155,2020/9/30
162102.OF,金鹰中小盘精选,600621.SH,0,3.6748,3.6748,2020/9/30
162102.OF,金鹰中小盘精选,600804.SH,3.5957,0,-3.5957,2020/9/30
162201.OF,泰达宏利成长,000802.SZ,0,5.2011,5.2011,2020/9/30
162201.OF,泰达宏利成长,000547.SZ,0,4.5239,4.5239,2020/9/30
162201.OF,泰达宏利成长,002739.SZ,0,4.3133,4.3133,2020/9/30
162201.OF,泰达宏利成长,002594.SZ,0,4.2543,4.2543,2020/9/30
162201.OF,泰达宏利成长,300379.SZ,4.0031,4.8286,0.8255,2020/9/30
162201.OF,泰达宏利成长,300133.SZ,4.1003,0,-4.1003,2020/9/30
162201.OF,泰达宏利成长,002180.SZ,9.9171,6.6145,-3.3026,2020/9/30
162201.OF,泰达宏利成长,300207.SZ,5.2848,5.1408,-0.144,2020/9/30
162201.OF,泰达宏利成长,600804.SH,5.3702,0,-5.3702,2020/9/30
162201.OF,泰达宏利成长,000063.SZ,7.9725,5.8297,-2.1428,2020/9/30
162201.OF,泰达宏利成长,000725.SZ,8.0544,5.7363,-2.3181,2020/9/30
162201.OF,泰达宏利成长,002343.SZ,8.3933,0,-8.3933,2020/9/30
162201.OF,泰达宏利成长,600060.SH,8.4455,4.1396,-4.3059,2020/9/30
162201.OF,泰达宏利成长,002624.SZ,4.1593,0,-4.1593,2020/9/30
162202.OF,泰达宏利周期,300750.SZ,8.8598,7.4488,-1.411,2020/9/30
162202.OF,泰达宏利周期,603799.SH,5.9366,0,-5.9366,2020/9/30
162202.OF,泰达宏利周期,000002.SZ,5.69,3.5289,-2.1611,2020/9/30
162202.OF,泰达宏利周期,603659.SH,4.1084,0,-4.1084,2020/9/30
162202.OF,泰达宏利周期,300450.SZ,4.1043,0,-4.1043,2020/9/30
162202.OF,泰达宏利周期,600031.SH,3.6743,4.4218,0.7475,2020/9/30
162202.OF,泰达宏利周期,000338.SZ,3.2779,3.4848,0.2069,2020/9/30
162202.OF,泰达宏利周期,002460.SZ,5.9657,0,-5.9657,2020/9/30
162202.OF,泰达宏利周期,000951.SZ,4.8138,0,-4.8138,2020/9/30
162202.OF,泰达宏利周期,600438.SH,0,4.3856,4.3856,2020/9/30
162202.OF,泰达宏利周期,601899.SH,0,4.3139,4.3139,2020/9/30
162202.OF,泰达宏利周期,603960.SH,0,3.9162,3.9162,2020/9/30
162202.OF,泰达宏利周期,600416.SH,0,3.5988,3.5988,2020/9/30
162202.OF,泰达宏利周期,300014.SZ,0,3.3448,3.3448,2020/9/30
162202.OF,泰达宏利周期,002271.SZ,2.9234,3.5176,0.5942,2020/9/30
162203.OF,泰达宏利稳定,600519.SH,9.7466,8.5823,-1.1643,2020/9/30
162203.OF,泰达宏利稳定,603899.SH,3.519,3.4612,-0.0578,2020/9/30
162203.OF,泰达宏利稳定,002557.SZ,3.7325,3.5718,-0.1607,2020/9/30
162203.OF,泰达宏利稳定,601318.SH,4.2569,0,-4.2569,2020/9/30
162203.OF,泰达宏利稳定,601888.SH,4.8864,5.8013,0.9149,2020/9/30
162203.OF,泰达宏利稳定,000858.SZ,9.9066,9.3012,-0.6054,2020/9/30
162203.OF,泰达宏利稳定,600036.SH,5.9885,0,-5.9885,2020/9/30
162203.OF,泰达宏利稳定,000661.SZ,9.1346,6.7578,-2.3768,2020/9/30
162203.OF,泰达宏利稳定,000568.SZ,9.738,9.1377,-0.6003,2020/9/30
162203.OF,泰达宏利稳定,603833.SH,0,3.1837,3.1837,2020/9/30
162203.OF,泰达宏利稳定,600809.SH,4.9668,5.6299,0.6631,2020/9/30
162203.OF,泰达宏利稳定,002352.SZ,0,4.1614,4.1614,2020/9/30
162204.OF,泰达宏利行业精选,300760.SZ,3.884,4.6947,0.8107,2020/9/30
162204.OF,泰达宏利行业精选,603960.SH,4.4926,4.8771,0.3845,2020/9/30
162204.OF,泰达宏利行业精选,000568.SZ,4.9406,7.4101,2.4695,2020/9/30
162204.OF,泰达宏利行业精选,600276.SH,3.95,0,-3.95,2020/9/30
162204.OF,泰达宏利行业精选,300595.SZ,5.4192,4.3095,-1.1097,2020/9/30
162204.OF,泰达宏利行业精选,603520.SH,5.6544,4.1869,-1.4675,2020/9/30
162204.OF,泰达宏利行业精选,000858.SZ,6.9804,7.5882,0.6078,2020/9/30
162204.OF,泰达宏利行业精选,000661.SZ,9.7573,7.0665,-2.6908,2020/9/30
162204.OF,泰达宏利行业精选,002415.SZ,0,5.2291,5.2291,2020/9/30
162204.OF,泰达宏利行业精选,002050.SZ,5.3803,4.7057,-0.6746,2020/9/30
162204.OF,泰达宏利行业精选,600519.SH,6.1217,5.5164,-0.6053,2020/9/30
162207.OF,泰达宏利效率优选,600519.SH,9.6943,9.6737,-0.0206,2020/9/30
