基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
006195.OF,国金量化多因子,300330.SZ,0,0.961,0.961,2019/12/31
006195.OF,国金量化多因子,000413.SZ,1.0938,0,-1.0938,2019/12/31
006195.OF,国金量化多因子,300150.SZ,0,0.9887,0.9887,2019/12/31
006195.OF,国金量化多因子,300620.SZ,1.1013,0,-1.1013,2019/12/31
006195.OF,国金量化多因子,002540.SZ,0,1.1299,1.1299,2019/12/31
006195.OF,国金量化多因子,603730.SH,1.2185,0,-1.2185,2019/12/31
006195.OF,国金量化多因子,600490.SH,1.1365,0,-1.1365,2019/12/31
006195.OF,国金量化多因子,600446.SH,1.1308,0,-1.1308,2019/12/31
006195.OF,国金量化多因子,002182.SZ,1.1108,0,-1.1108,2019/12/31
006195.OF,国金量化多因子,603019.SH,1.1019,0,-1.1019,2019/12/31
006195.OF,国金量化多因子,300033.SZ,1.0916,0,-1.0916,2019/12/31
006199.OF,长盛同锦研究精选,000333.SZ,3.4713,4.9029,1.4316,2019/12/31
006199.OF,长盛同锦研究精选,601318.SH,3.8397,8.0046,4.1649,2019/12/31
006199.OF,长盛同锦研究精选,600048.SH,3.8973,4.6708,0.7735,2019/12/31
006199.OF,长盛同锦研究精选,600519.SH,4.0446,4.407,0.3624,2019/12/31
006199.OF,长盛同锦研究精选,600585.SH,4.1844,0,-4.1844,2019/12/31
006199.OF,长盛同锦研究精选,600309.SH,4.5044,3.9848,-0.5196,2019/12/31
006199.OF,长盛同锦研究精选,000002.SZ,5.1975,6.2291,1.0316,2019/12/31
006199.OF,长盛同锦研究精选,000651.SZ,3.604,7.7586,4.1546,2019/12/31
006199.OF,长盛同锦研究精选,601939.SH,4.9847,0,-4.9847,2019/12/31
006199.OF,长盛同锦研究精选,600036.SH,4.8281,4.1253,-0.7028,2019/12/31
006199.OF,长盛同锦研究精选,601166.SH,0,3.6954,3.6954,2019/12/31
006199.OF,长盛同锦研究精选,601601.SH,0,5.5162,5.5162,2019/12/31
006202.OF,交银核心资产,601318.SH,4.126,0,-4.126,2019/12/31
006202.OF,交银核心资产,600406.SH,3.3929,0,-3.3929,2019/12/31
006202.OF,交银核心资产,300207.SZ,3.5908,0,-3.5908,2019/12/31
006202.OF,交银核心资产,2238.HK,4.0086,7.8676,3.859,2019/12/31
006202.OF,交银核心资产,600036.SH,4.1182,4.0832,-0.035,2019/12/31
006202.OF,交银核心资产,600276.SH,4.3026,0,-4.3026,2019/12/31
006202.OF,交银核心资产,002475.SZ,4.757,3.3049,-1.4521,2019/12/31
006202.OF,交银核心资产,002555.SZ,6.4102,4.8768,-1.5334,2019/12/31
006202.OF,交银核心资产,000651.SZ,6.4511,0,-6.4511,2019/12/31
006202.OF,交银核心资产,2382.HK,0,4.9237,4.9237,2019/12/31
006202.OF,交银核心资产,0700.HK,0,4.8743,4.8743,2019/12/31
006202.OF,交银核心资产,600570.SH,0,4.2229,4.2229,2019/12/31
006202.OF,交银核心资产,3690.HK,0,4.1325,4.1325,2019/12/31
006202.OF,交银核心资产,300413.SZ,0,3.7986,3.7986,2019/12/31
006202.OF,交银核心资产,1918.HK,0,3.7756,3.7756,2019/12/31
006205.OF,汇添富沪港深优势精选,6886.HK,0,4.0062,4.0062,2019/12/31
006205.OF,汇添富沪港深优势精选,1313.HK,3.5135,0,-3.5135,2019/12/31
006205.OF,汇添富沪港深优势精选,0813.HK,4.1401,3.9322,-0.2079,2019/12/31
006205.OF,汇添富沪港深优势精选,1114.HK,4.5126,5.0989,0.5863,2019/12/31
006205.OF,汇添富沪港深优势精选,0881.HK,4.6194,4.1975,-0.4219,2019/12/31
006205.OF,汇添富沪港深优势精选,1888.HK,3.7229,0,-3.7229,2019/12/31
006205.OF,汇添富沪港深优势精选,0552.HK,5.6632,4.3044,-1.3588,2019/12/31
006205.OF,汇添富沪港深优势精选,0700.HK,5.8731,8.2803,2.4072,2019/12/31
006205.OF,汇添富沪港深优势精选,2601.HK,3.5049,0,-3.5049,2019/12/31
006205.OF,汇添富沪港深优势精选,1109.HK,0,6.0944,6.0944,2019/12/31
006205.OF,汇添富沪港深优势精选,3690.HK,0,3.6504,3.6504,2019/12/31
006205.OF,汇添富沪港深优势精选,1169.HK,4.9535,6.9114,1.9579,2019/12/31
006205.OF,汇添富沪港深优势精选,1293.HK,3.2412,0,-3.2412,2019/12/31
006205.OF,汇添富沪港深优势精选,0285.HK,0,4.7988,4.7988,2019/12/31
006218.OF,富国生物医药科技,300601.SZ,8.1375,7.8822,-0.2553,2019/12/31
006218.OF,富国生物医药科技,300015.SZ,0,3.9703,3.9703,2019/12/31
006218.OF,富国生物医药科技,000002.SZ,0,3.598,3.598,2019/12/31
006218.OF,富国生物医药科技,603882.SH,8.8118,7.4513,-1.3605,2019/12/31
006218.OF,富国生物医药科技,1093.HK,3.7621,0,-3.7621,2019/12/31
006218.OF,富国生物医药科技,601318.SH,3.9456,0,-3.9456,2019/12/31
006218.OF,富国生物医药科技,600276.SH,5.4945,4.9778,-0.5167,2019/12/31
006218.OF,富国生物医药科技,300573.SZ,5.9683,6.4931,0.5248,2019/12/31
006218.OF,富国生物医药科技,600436.SH,8.0392,8.5313,0.4921,2019/12/31
006218.OF,富国生物医药科技,300759.SZ,7.1127,7.8514,0.7387,2019/12/31
006218.OF,富国生物医药科技,000661.SZ,5.7103,6.5752,0.8649,2019/12/31
006218.OF,富国生物医药科技,603259.SH,6.4974,6.3234,-0.174,2019/12/31
006223.OF,交银创新成长,300014.SZ,0,4.0191,4.0191,2019/12/31
006223.OF,交银创新成长,300078.SZ,0,3.5422,3.5422,2019/12/31
006223.OF,交银创新成长,1810.HK,0,3.4818,3.4818,2019/12/31
006223.OF,交银创新成长,3690.HK,0,3.2913,3.2913,2019/12/31
006223.OF,交银创新成长,603517.SH,0,2.7914,2.7914,2019/12/31
006223.OF,交银创新成长,600703.SH,2.7007,0,-2.7007,2019/12/31
006223.OF,交银创新成长,600529.SH,2.7957,2.7684,-0.0273,2019/12/31
006223.OF,交银创新成长,0700.HK,4.9847,5.3918,0.4071,2019/12/31
006223.OF,交银创新成长,002216.SZ,2.7823,4.5832,1.8009,2019/12/31
006223.OF,交银创新成长,601318.SH,4.1739,0,-4.1739,2019/12/31
006223.OF,交银创新成长,300188.SZ,3.2877,2.7403,-0.5474,2019/12/31
006223.OF,交银创新成长,600570.SH,3.1903,0,-3.1903,2019/12/31
006223.OF,交银创新成长,002607.SZ,3.1208,3.2235,0.1027,2019/12/31
006223.OF,交银创新成长,002439.SZ,2.7592,0,-2.7592,2019/12/31
006223.OF,交银创新成长,002123.SZ,2.8247,0,-2.8247,2019/12/31
006225.OF,人保量化基本面A,600276.SH,1.1127,0,-1.1127,2019/12/31
006225.OF,人保量化基本面A,601318.SH,1.5499,2.3986,0.8487,2019/12/31
006225.OF,人保量化基本面A,300059.SZ,1.112,0,-1.112,2019/12/31
006225.OF,人保量化基本面A,603288.SH,0.9785,0,-0.9785,2019/12/31
006225.OF,人保量化基本面A,300498.SZ,0.9736,1.0041,0.0305,2019/12/31
006225.OF,人保量化基本面A,002475.SZ,0.9507,0,-0.9507,2019/12/31
006225.OF,人保量化基本面A,600016.SH,0.8828,0,-0.8828,2019/12/31
006225.OF,人保量化基本面A,600036.SH,1.3771,0,-1.3771,2019/12/31
006225.OF,人保量化基本面A,600837.SH,0.9536,0,-0.9536,2019/12/31
006225.OF,人保量化基本面A,600519.SH,1.4053,0,-1.4053,2019/12/31
006225.OF,人保量化基本面A,601688.SH,0,1.3513,1.3513,2019/12/31
006225.OF,人保量化基本面A,600000.SH,0,1.0906,1.0906,2019/12/31
006225.OF,人保量化基本面A,000333.SZ,0,0.9713,0.9713,2019/12/31
006225.OF,人保量化基本面A,002507.SZ,0,0.9709,0.9709,2019/12/31
006225.OF,人保量化基本面A,600104.SH,0,0.9175,0.9175,2019/12/31
006225.OF,人保量化基本面A,000651.SZ,0,0.9095,0.9095,2019/12/31
006225.OF,人保量化基本面A,600919.SH,0,0.8869,0.8869,2019/12/31
006225.OF,人保量化基本面A,000858.SZ,0,1.4055,1.4055,2019/12/31
006227.OF,华宝科技先锋A,600570.SH,6.7604,2.7039,-4.0565,2019/12/31
006227.OF,华宝科技先锋A,600183.SH,6.1861,0,-6.1861,2019/12/31
006227.OF,华宝科技先锋A,601138.SH,6.0917,3.7925,-2.2992,2019/12/31
006227.OF,华宝科技先锋A,603228.SH,3.2494,0,-3.2494,2019/12/31
006227.OF,华宝科技先锋A,601012.SH,5.3153,0,-5.3153,2019/12/31
006227.OF,华宝科技先锋A,603986.SH,3.8945,0,-3.8945,2019/12/31
006227.OF,华宝科技先锋A,603160.SH,9.1541,4.9373,-4.2168,2019/12/31
006227.OF,华宝科技先锋A,600745.SH,5.5225,4.4164,-1.1061,2019/12/31
006227.OF,华宝科技先锋A,600276.SH,9.4461,5.1269,-4.3192,2019/12/31
006227.OF,华宝科技先锋A,600588.SH,5.7431,0,-5.7431,2019/12/31
006227.OF,华宝科技先锋A,002475.SZ,0,4.9199,4.9199,2019/12/31
006227.OF,华宝科技先锋A,1810.HK,0,2.6097,2.6097,2019/12/31
006227.OF,华宝科技先锋A,1177.HK,0,2.6136,2.6136,2019/12/31
006227.OF,华宝科技先锋A,603501.SH,0,3.0634,3.0634,2019/12/31
006227.OF,华宝科技先锋A,002415.SZ,0,3.1094,3.1094,2019/12/31
006230.OF,鹏华研究驱动,601601.SH,0,1.1701,1.1701,2019/12/31
006230.OF,鹏华研究驱动,300624.SZ,0,1.7463,1.7463,2019/12/31
006230.OF,鹏华研究驱动,603613.SH,2.8062,0,-2.8062,2019/12/31
006230.OF,鹏华研究驱动,600674.SH,2.407,0,-2.407,2019/12/31
006230.OF,鹏华研究驱动,002475.SZ,2.1227,1.8114,-0.3113,2019/12/31
006230.OF,鹏华研究驱动,603516.SH,2.0713,0,-2.0713,2019/12/31
006230.OF,鹏华研究驱动,600323.SH,0,1.1926,1.1926,2019/12/31
006230.OF,鹏华研究驱动,603259.SH,1.7722,0,-1.7722,2019/12/31
006230.OF,鹏华研究驱动,002916.SZ,1.7176,0,-1.7176,2019/12/31
006230.OF,鹏华研究驱动,603232.SH,1.6513,0,-1.6513,2019/12/31
006230.OF,鹏华研究驱动,002415.SZ,1.5746,1.7731,0.1985,2019/12/31
006230.OF,鹏华研究驱动,603160.SH,1.5656,0,-1.5656,2019/12/31
006230.OF,鹏华研究驱动,000977.SZ,0,1.7175,1.7175,2019/12/31
006230.OF,鹏华研究驱动,603986.SH,0,1.5751,1.5751,2019/12/31
006230.OF,鹏华研究驱动,300316.SZ,1.8338,0,-1.8338,2019/12/31
006230.OF,鹏华研究驱动,603496.SH,0,1.2425,1.2425,2019/12/31
006230.OF,鹏华研究驱动,000725.SZ,0,1.1642,1.1642,2019/12/31
006230.OF,鹏华研究驱动,300760.SZ,0,1.3362,1.3362,2019/12/31
006240.OF,中融医疗健康精选A,1093.HK,3.9938,0,-3.9938,2019/12/31
006240.OF,中融医疗健康精选A,300406.SZ,4.1644,0,-4.1644,2019/12/31
006240.OF,中融医疗健康精选A,002422.SZ,4.304,0,-4.304,2019/12/31
006240.OF,中融医疗健康精选A,1177.HK,4.4226,0,-4.4226,2019/12/31
006240.OF,中融医疗健康精选A,300760.SZ,4.4624,0,-4.4624,2019/12/31
006240.OF,中融医疗健康精选A,603939.SH,4.8039,0,-4.8039,2019/12/31
006240.OF,中融医疗健康精选A,002675.SZ,5.1626,4.1258,-1.0368,2019/12/31
006240.OF,中融医疗健康精选A,300122.SZ,6.1955,0,-6.1955,2019/12/31
006240.OF,中融医疗健康精选A,300601.SZ,7.7757,0,-7.7757,2019/12/31
006240.OF,中融医疗健康精选A,603233.SH,0,6.0334,6.0334,2019/12/31
006240.OF,中融医疗健康精选A,600521.SH,0,5.3148,5.3148,2019/12/31
006240.OF,中融医疗健康精选A,000661.SZ,0,4.9705,4.9705,2019/12/31
006240.OF,中融医疗健康精选A,600276.SH,4.5391,0,-4.5391,2019/12/31
006240.OF,中融医疗健康精选A,300326.SZ,0,4.4969,4.4969,2019/12/31
006240.OF,中融医疗健康精选A,002821.SZ,0,4.4894,4.4894,2019/12/31
006240.OF,中融医疗健康精选A,300003.SZ,0,4.4706,4.4706,2019/12/31
006240.OF,中融医疗健康精选A,300558.SZ,0,4.3412,4.3412,2019/12/31
006240.OF,中融医疗健康精选A,300463.SZ,0,4.2216,4.2216,2019/12/31
006240.OF,中融医疗健康精选A,1548.HK,0,4.8823,4.8823,2019/12/31
006243.OF,中银双息回报,601939.SH,2.7734,0,-2.7734,2019/12/31
006243.OF,中银双息回报,000895.SZ,2.9031,3.7996,0.8965,2019/12/31
006243.OF,中银双息回报,601818.SH,3.1282,0,-3.1282,2019/12/31
006243.OF,中银双息回报,600900.SH,3.9953,4.4857,0.4904,2019/12/31
006243.OF,中银双息回报,000001.SZ,4.9572,5.8248,0.8676,2019/12/31
006243.OF,中银双息回报,600519.SH,9.7675,9.8866,0.1191,2019/12/31
006243.OF,中银双息回报,600009.SH,2.2909,2.442,0.1511,2019/12/31
006243.OF,中银双息回报,600529.SH,2.7574,0,-2.7574,2019/12/31
006243.OF,中银双息回报,601688.SH,0,2.1819,2.1819,2019/12/31
006243.OF,中银双息回报,000858.SZ,0,2.2277,2.2277,2019/12/31
006243.OF,中银双息回报,000538.SZ,0,2.2437,2.2437,2019/12/31
006243.OF,中银双息回报,601138.SH,0,2.6229,2.6229,2019/12/31
006243.OF,中银双息回报,603605.SH,0,2.7232,2.7232,2019/12/31
006243.OF,中银双息回报,603708.SH,1.9813,0,-1.9813,2019/12/31
006243.OF,中银双息回报,603517.SH,2.4924,0,-2.4924,2019/12/31
006250.OF,上投摩根动力精选,601012.SH,5.8154,5.7631,-0.0523,2019/12/31
006250.OF,上投摩根动力精选,600519.SH,5.8113,0,-5.8113,2019/12/31
006250.OF,上投摩根动力精选,300482.SZ,5.9364,0,-5.9364,2019/12/31
006250.OF,上投摩根动力精选,300769.SZ,0,3.6558,3.6558,2019/12/31
006250.OF,上投摩根动力精选,601865.SH,0,3.8574,3.8574,2019/12/31
006250.OF,上投摩根动力精选,002821.SZ,5.7957,0,-5.7957,2019/12/31
006250.OF,上投摩根动力精选,003816.SZ,9.887,12.9027,3.0157,2019/12/31
006250.OF,上投摩根动力精选,601318.SH,4.8119,0,-4.8119,2019/12/31
006250.OF,上投摩根动力精选,603993.SH,0,4.0424,4.0424,2019/12/31
006250.OF,上投摩根动力精选,600438.SH,4.2251,0,-4.2251,2019/12/31
006250.OF,上投摩根动力精选,002475.SZ,4.262,6.9107,2.6487,2019/12/31
006250.OF,上投摩根动力精选,300014.SZ,0,4.6966,4.6966,2019/12/31
006250.OF,上投摩根动力精选,300750.SZ,0,6.7513,6.7513,2019/12/31
006250.OF,上投摩根动力精选,603799.SH,0,4.6459,4.6459,2019/12/31
006250.OF,上投摩根动力精选,002812.SZ,0,6.8264,6.8264,2019/12/31
006250.OF,上投摩根动力精选,600309.SH,4.0705,0,-4.0705,2019/12/31
006250.OF,上投摩根动力精选,300601.SZ,3.3985,0,-3.3985,2019/12/31
006251.OF,银华兴盛,600519.SH,2.0329,6.3922,4.3593,2019/12/31
006251.OF,银华兴盛,000651.SZ,4.9563,0,-4.9563,2019/12/31
006251.OF,银华兴盛,601166.SH,0,3.7091,3.7091,2019/12/31
006251.OF,银华兴盛,000002.SZ,0,3.7916,3.7916,2019/12/31
006251.OF,银华兴盛,002415.SZ,2.9957,0,-2.9957,2019/12/31
006251.OF,银华兴盛,600600.SH,0,4.4693,4.4693,2019/12/31
006251.OF,银华兴盛,600570.SH,0,5.0187,5.0187,2019/12/31
006251.OF,银华兴盛,002508.SZ,0,3.9581,3.9581,2019/12/31
006251.OF,银华兴盛,600298.SH,3.7491,0,-3.7491,2019/12/31
006251.OF,银华兴盛,000858.SZ,1.0009,4.7171,3.7162,2019/12/31
006251.OF,银华兴盛,000333.SZ,1.0014,0,-1.0014,2019/12/31
006251.OF,银华兴盛,000596.SZ,1.0098,0,-1.0098,2019/12/31
006251.OF,银华兴盛,603899.SH,1.6094,0,-1.6094,2019/12/31
006251.OF,银华兴盛,002027.SZ,1.9025,0,-1.9025,2019/12/31
006251.OF,银华兴盛,600887.SH,1.968,6.4658,4.4978,2019/12/31
006251.OF,银华兴盛,601668.SH,0,2.5585,2.5585,2019/12/31
006251.OF,银华兴盛,002705.SZ,0,3.0043,3.0043,2019/12/31
006259.OF,汇添富红利增长A,002120.SZ,0,2.6274,2.6274,2019/12/31
006259.OF,汇添富红利增长A,300144.SZ,0,2.9539,2.9539,2019/12/31
006259.OF,汇添富红利增长A,000002.SZ,0,3.0948,3.0948,2019/12/31
006259.OF,汇添富红利增长A,601688.SH,0,3.5658,3.5658,2019/12/31
006259.OF,汇添富红利增长A,000333.SZ,5.2344,5.6226,0.3882,2019/12/31
006259.OF,汇添富红利增长A,600036.SH,4.9166,4.2843,-0.6323,2019/12/31
006259.OF,汇添富红利增长A,601166.SH,4.7082,4.8172,0.109,2019/12/31
006259.OF,汇添富红利增长A,601318.SH,4.7018,2.8831,-1.8187,2019/12/31
006259.OF,汇添富红利增长A,600519.SH,4.567,3.0454,-1.5216,2019/12/31
006259.OF,汇添富红利增长A,002475.SZ,3.1386,0,-3.1386,2019/12/31
006259.OF,汇添富红利增长A,2328.HK,2.953,0,-2.953,2019/12/31
006259.OF,汇添富红利增长A,0268.HK,2.8776,0,-2.8776,2019/12/31
006259.OF,汇添富红利增长A,603259.SH,2.7531,0,-2.7531,2019/12/31
006259.OF,汇添富红利增长A,600309.SH,2.7118,3.0447,0.3329,2019/12/31
006265.OF,红土创新新科技,002396.SZ,3.4227,3.7606,0.3379,2019/12/31
006265.OF,红土创新新科技,002938.SZ,0,3.5781,3.5781,2019/12/31
006265.OF,红土创新新科技,002236.SZ,0,3.7105,3.7105,2019/12/31
006265.OF,红土创新新科技,002876.SZ,0,3.7135,3.7135,2019/12/31
006265.OF,红土创新新科技,300476.SZ,0,3.8602,3.8602,2019/12/31
006265.OF,红土创新新科技,000977.SZ,0,4.7613,4.7613,2019/12/31
006265.OF,红土创新新科技,002384.SZ,6.0329,3.6966,-2.3363,2019/12/31
006265.OF,红土创新新科技,002008.SZ,5.4831,3.4153,-2.0678,2019/12/31
006265.OF,红土创新新科技,002815.SZ,3.933,0,-3.933,2019/12/31
006265.OF,红土创新新科技,002185.SZ,3.841,4.2856,0.4446,2019/12/31
006265.OF,红土创新新科技,300394.SZ,3.5364,0,-3.5364,2019/12/31
006265.OF,红土创新新科技,600498.SH,3.486,0,-3.486,2019/12/31
006265.OF,红土创新新科技,002222.SZ,3.4202,3.4297,0.0095,2019/12/31
006265.OF,红土创新新科技,002916.SZ,3.4235,0,-3.4235,2019/12/31
006265.OF,红土创新新科技,002179.SZ,3.7872,0,-3.7872,2019/12/31
006266.OF,永赢智能领先A,300059.SZ,7.3663,7.1747,-0.1916,2019/12/31
006266.OF,永赢智能领先A,600837.SH,6.9189,7.2585,0.3396,2019/12/31
006266.OF,永赢智能领先A,300207.SZ,0,4.1063,4.1063,2019/12/31
006266.OF,永赢智能领先A,300450.SZ,0,4.292,4.292,2019/12/31
006266.OF,永赢智能领先A,300496.SZ,4.2086,0,-4.2086,2019/12/31
006266.OF,永赢智能领先A,300413.SZ,4.2859,4.9172,0.6313,2019/12/31
006266.OF,永赢智能领先A,002027.SZ,0,4.4334,4.4334,2019/12/31
006266.OF,永赢智能领先A,603986.SH,4.6212,4.153,-0.4682,2019/12/31
006266.OF,永赢智能领先A,002241.SZ,4.3437,4.1939,-0.1498,2019/12/31
006266.OF,永赢智能领先A,300454.SZ,6.6963,0,-6.6963,2019/12/31
006266.OF,永赢智能领先A,600030.SH,6.535,7.5556,1.0206,2019/12/31
006266.OF,永赢智能领先A,600570.SH,7.0301,0,-7.0301,2019/12/31
006266.OF,永赢智能领先A,002008.SZ,5.8951,5.5726,-0.3225,2019/12/31
006270.OF,汇安核心成长A,600547.SH,4.7398,0,-4.7398,2019/12/31
006270.OF,汇安核心成长A,603983.SH,0,2.8623,2.8623,2019/12/31
006270.OF,汇安核心成长A,300699.SZ,0,2.9851,2.9851,2019/12/31
006270.OF,汇安核心成长A,002013.SZ,0,3.0688,3.0688,2019/12/31
006270.OF,汇安核心成长A,300502.SZ,0,3.2164,3.2164,2019/12/31
006270.OF,汇安核心成长A,002142.SZ,0,3.3027,3.3027,2019/12/31
006270.OF,汇安核心成长A,601318.SH,5.3698,3.3647,-2.0051,2019/12/31
006270.OF,汇安核心成长A,600760.SH,0,4.0513,4.0513,2019/12/31
006270.OF,汇安核心成长A,600038.SH,0,4.125,4.125,2019/12/31
006270.OF,汇安核心成长A,600030.SH,0,3.5039,3.5039,2019/12/31
006270.OF,汇安核心成长A,600276.SH,5.4305,0,-5.4305,2019/12/31
006270.OF,汇安核心成长A,300244.SZ,2.8231,0,-2.8231,2019/12/31
006270.OF,汇安核心成长A,603658.SH,3.0966,0,-3.0966,2019/12/31
006270.OF,汇安核心成长A,300760.SZ,3.1737,0,-3.1737,2019/12/31
006270.OF,汇安核心成长A,300015.SZ,3.2505,0,-3.2505,2019/12/31
006270.OF,汇安核心成长A,603259.SH,3.2642,0,-3.2642,2019/12/31
006270.OF,汇安核心成长A,603882.SH,3.4335,0,-3.4335,2019/12/31
006270.OF,汇安核心成长A,600519.SH,5.4639,0,-5.4639,2019/12/31
006270.OF,汇安核心成长A,002180.SZ,0,4.3508,4.3508,2019/12/31
006274.OF,圆信永丰医药健康,300760.SZ,0,3.4406,3.4406,2019/12/31
006274.OF,圆信永丰医药健康,603233.SH,0,6.8083,6.8083,2019/12/31
006274.OF,圆信永丰医药健康,300253.SZ,0,6.0762,6.0762,2019/12/31
006274.OF,圆信永丰医药健康,300463.SZ,0,5.1014,5.1014,2019/12/31
006274.OF,圆信永丰医药健康,603882.SH,0,4.9518,4.9518,2019/12/31
006274.OF,圆信永丰医药健康,603259.SH,0,4.5497,4.5497,2019/12/31
006274.OF,圆信永丰医药健康,300685.SZ,0,4.0768,4.0768,2019/12/31
006274.OF,圆信永丰医药健康,600535.SH,7.0523,0,-7.0523,2019/12/31
006274.OF,圆信永丰医药健康,600055.SH,6.9642,0,-6.9642,2019/12/31
006274.OF,圆信永丰医药健康,300009.SZ,6.9106,7.9285,1.0179,2019/12/31
006274.OF,圆信永丰医药健康,300294.SZ,6.9066,4.432,-2.4746,2019/12/31
006274.OF,圆信永丰医药健康,601607.SH,6.596,0,-6.596,2019/12/31
006274.OF,圆信永丰医药健康,600867.SH,4.6597,0,-4.6597,2019/12/31
006274.OF,圆信永丰医药健康,000538.SZ,4.4999,3.7308,-0.7691,2019/12/31
006274.OF,圆信永丰医药健康,600511.SH,4.3333,0,-4.3333,2019/12/31
006274.OF,圆信永丰医药健康,300244.SZ,3.0818,0,-3.0818,2019/12/31
006274.OF,圆信永丰医药健康,000681.SZ,2.0429,0,-2.0429,2019/12/31
006281.OF,万家人工智能,603986.SH,6.1498,5.9779,-0.1719,2019/12/31
006281.OF,万家人工智能,300747.SZ,0,5.1724,5.1724,2019/12/31
006281.OF,万家人工智能,300207.SZ,0,5.9489,5.9489,2019/12/31
006281.OF,万家人工智能,002230.SZ,4.8347,0,-4.8347,2019/12/31
006281.OF,万家人工智能,300454.SZ,5.2481,0,-5.2481,2019/12/31
006281.OF,万家人工智能,300253.SZ,5.2826,0,-5.2826,2019/12/31
006281.OF,万家人工智能,300413.SZ,5.7981,5.9745,0.1764,2019/12/31
006281.OF,万家人工智能,601211.SH,6.6822,6.6819,-0.0003,2019/12/31
006281.OF,万家人工智能,601688.SH,6.0926,6.5124,0.4198,2019/12/31
006281.OF,万家人工智能,600030.SH,6.5182,0,-6.5182,2019/12/31
006281.OF,万家人工智能,300450.SZ,0,4.6605,4.6605,2019/12/31
006281.OF,万家人工智能,002241.SZ,6.892,5.2537,-1.6383,2019/12/31
006281.OF,万家人工智能,300059.SZ,5.9252,5.9112,-0.014,2019/12/31
006281.OF,万家人工智能,601628.SH,0,4.6235,4.6235,2019/12/31
006290.OF,南方养老2035三年A,600019.SH,0,0.9214,0.9214,2019/12/31
006290.OF,南方养老2035三年A,600036.SH,0.5302,0,-0.5302,2019/12/31
006290.OF,南方养老2035三年A,601658.SH,0,0.7739,0.7739,2019/12/31
006290.OF,南方养老2035三年A,601088.SH,0,0.9535,0.9535,2019/12/31
006290.OF,南方养老2035三年A,601668.SH,0,0.4223,0.4223,2019/12/31
006290.OF,南方养老2035三年A,601916.SH,0,0.2332,0.2332,2019/12/31
006290.OF,南方养老2035三年A,601166.SH,0.3664,0.3655,-0.0009,2019/12/31
006290.OF,南方养老2035三年A,600276.SH,0.331,0.3172,-0.0138,2019/12/31
006290.OF,南方养老2035三年A,600030.SH,0.2919,0,-0.2919,2019/12/31
006290.OF,南方养老2035三年A,600887.SH,0.2621,0.2511,-0.011,2019/12/31
006290.OF,南方养老2035三年A,601328.SH,0.2304,0,-0.2304,2019/12/31
006290.OF,南方养老2035三年A,600016.SH,0.2292,0,-0.2292,2019/12/31
006290.OF,南方养老2035三年A,600000.SH,0.2183,0,-0.2183,2019/12/31
006290.OF,南方养老2035三年A,601318.SH,1.5241,1.3217,-0.2024,2019/12/31
006290.OF,南方养老2035三年A,600519.SH,0.9083,0.8252,-0.0831,2019/12/31
006296.OF,鹏华养老2035三年,300792.SZ,0,3.1441,3.1441,2019/12/31
006296.OF,鹏华养老2035三年,300463.SZ,0,1.051,1.051,2019/12/31
006299.OF,恒越核心精选A,002027.SZ,7.4313,3.6459,-3.7854,2019/12/31
006299.OF,恒越核心精选A,002007.SZ,6.852,4.9676,-1.8844,2019/12/31
006299.OF,恒越核心精选A,0700.HK,6.3748,6.0978,-0.277,2019/12/31
006299.OF,恒越核心精选A,600690.SH,4.9077,0,-4.9077,2019/12/31
006299.OF,恒越核心精选A,601318.SH,4.1979,4.3508,0.1529,2019/12/31
006299.OF,恒越核心精选A,0902.HK,3.493,3.5943,0.1013,2019/12/31
006299.OF,恒越核心精选A,001979.SZ,3.4576,0,-3.4576,2019/12/31
006299.OF,恒越核心精选A,000651.SZ,3.0906,0,-3.0906,2019/12/31
006299.OF,恒越核心精选A,002311.SZ,0,3.299,3.299,2019/12/31
006299.OF,恒越核心精选A,002415.SZ,0,3.3336,3.3336,2019/12/31
006299.OF,恒越核心精选A,600436.SH,0,3.5798,3.5798,2019/12/31
006299.OF,恒越核心精选A,601336.SH,0,4.0036,4.0036,2019/12/31
006299.OF,恒越核心精选A,600104.SH,3.8207,0,-3.8207,2019/12/31
006299.OF,恒越核心精选A,600406.SH,6.8573,4.5288,-2.3285,2019/12/31
006305.OF,银华养老2035三年,600276.SH,0,0.5013,0.5013,2019/12/31
006305.OF,银华养老2035三年,600030.SH,0,0.5411,0.5411,2019/12/31
006305.OF,银华养老2035三年,601688.SH,0,0.5483,0.5483,2019/12/31
006305.OF,银华养老2035三年,601318.SH,0,0.9652,0.9652,2019/12/31
006305.OF,银华养老2035三年,603986.SH,0,0.2872,0.2872,2019/12/31
006305.OF,银华养老2035三年,300003.SZ,0,0.3061,0.3061,2019/12/31
006314.OF,中融策略优选A,300406.SZ,0,3.9719,3.9719,2019/12/31
006314.OF,中融策略优选A,600030.SH,5.9997,0,-5.9997,2019/12/31
006314.OF,中融策略优选A,002695.SZ,5.7545,8.2866,2.5321,2019/12/31
006314.OF,中融策略优选A,000001.SZ,4.9685,5.9816,1.0131,2019/12/31
006314.OF,中融策略优选A,603986.SH,4.7667,4.4198,-0.3469,2019/12/31
006314.OF,中融策略优选A,600276.SH,4.5126,0,-4.5126,2019/12/31
006314.OF,中融策略优选A,600529.SH,4.2281,5.8927,1.6646,2019/12/31
