stock,start_date,end_date,yield,volatility,idiosyncratic_volatility
002567.SZ,2020/3/31,2020/6/30,158.9882,47.719,0.0304
002567.SZ,2020/6/30,2020/9/30,-27.9844,48.714,0.0232
002568.SZ,2019/9/30,2019/12/31,123.913,39.6378,0.0251
002568.SZ,2019/12/31,2020/3/31,214.5677,57.4741,0.0290
002568.SZ,2020/3/31,2020/6/30,280.2843,55.9375,0.0352
002568.SZ,2020/6/30,2020/9/30,362.2688,58.1195,0.0308
002572.SZ,2019/9/30,2019/12/31,114.3825,35.6674,0.0210
002572.SZ,2019/12/31,2020/3/31,-48.7251,51.0961,0.0166
002572.SZ,2020/3/31,2020/6/30,297.12,40.603,0.0239
002572.SZ,2020/6/30,2020/9/30,73.8189,48.4518,0.0275
002582.SZ,2019/9/30,2019/12/31,-14.4064,23.49,0.0140
002582.SZ,2019/12/31,2020/3/31,94.3845,60.1128,0.0290
002582.SZ,2020/3/31,2020/6/30,226.1693,46.2624,0.0290
002582.SZ,2020/6/30,2020/9/30,108.3842,56.1501,0.0334
002583.SZ,2019/9/30,2019/12/31,-60.3699,33.0319,0.0181
002583.SZ,2019/12/31,2020/3/31,-78.2878,60.8793,0.0328
002583.SZ,2020/3/31,2020/6/30,164.4623,45.534,0.0269
002583.SZ,2020/6/30,2020/9/30,0.5045,47.5271,0.0172
002594.SZ,2019/9/30,2019/12/31,-7.3414,25.5943,0.0144
002594.SZ,2019/12/31,2020/3/31,165.1973,65.4526,0.0323
002594.SZ,2020/3/31,2020/6/30,176.8969,37.5335,0.0223
002594.SZ,2020/6/30,2020/9/30,544.4642,64.5979,0.0375
002595.SZ,2019/9/30,2019/12/31,2.6016,19.2847,0.0118
002595.SZ,2019/12/31,2020/3/31,-37.868,42.3192,0.0182
002595.SZ,2020/3/31,2020/6/30,67.2605,25.7003,0.0150
002595.SZ,2020/6/30,2020/9/30,280.6293,43.537,0.0252
002597.SZ,2019/9/30,2019/12/31,82.3618,25.4169,0.0156
002597.SZ,2019/12/31,2020/3/31,-29.6288,44.0502,0.0175
002597.SZ,2020/3/31,2020/6/30,127.2937,30.0993,0.0151
002597.SZ,2020/6/30,2020/9/30,279.073,56.461,0.0311
002598.SZ,2019/9/30,2019/12/31,-9.7342,18.7359,0.0094
002598.SZ,2019/12/31,2020/3/31,-16.726,48.6684,0.0245
002598.SZ,2020/3/31,2020/6/30,25.7117,27.9726,0.0154
002598.SZ,2020/6/30,2020/9/30,26.4884,31.141,0.0141
002600.SZ,2019/9/30,2019/12/31,50.7442,50.4494,0.0300
002600.SZ,2019/12/31,2020/3/31,-70.8999,61.8035,0.0281
002600.SZ,2020/3/31,2020/6/30,186.0696,49.8208,0.0251
002600.SZ,2020/6/30,2020/9/30,34.9274,54.6856,0.0274
002601.SZ,2019/9/30,2019/12/31,136.1948,25.5105,0.0157
002601.SZ,2019/12/31,2020/3/31,-13.0277,58.6637,0.0251
002601.SZ,2020/3/31,2020/6/30,256.9134,36.9268,0.0225
002601.SZ,2020/6/30,2020/9/30,162.0756,53.7532,0.0293
002602.SZ,2019/9/30,2019/12/31,165.7116,38.2756,0.0241
002602.SZ,2019/12/31,2020/3/31,18.2906,57.985,0.0318
002602.SZ,2020/3/31,2020/6/30,128.1777,46.3343,0.0272
002602.SZ,2020/6/30,2020/9/30,-64.9947,41.8107,0.0224
002603.SZ,2019/9/30,2019/12/31,74.3015,30.9997,0.0182
002603.SZ,2019/12/31,2020/3/31,1733.56,74.8588,0.0462
002603.SZ,2020/3/31,2020/6/30,360.1137,79.971,0.0510
002603.SZ,2020/6/30,2020/9/30,-41.5878,43.4588,0.0239
002605.SZ,2019/9/30,2019/12/31,564.5449,49.3225,0.0301
002605.SZ,2019/12/31,2020/3/31,506.4915,90.2169,0.0541
002605.SZ,2020/3/31,2020/6/30,323.4695,60.1385,0.0353
002605.SZ,2020/6/30,2020/9/30,-57.8085,49.0906,0.0253
002607.SZ,2019/9/30,2019/12/31,35.5781,37.0424,0.0234
002607.SZ,2019/12/31,2020/3/31,202.1527,52.5937,0.0278
002607.SZ,2020/3/31,2020/6/30,172.5083,38.7648,0.0238
002607.SZ,2020/6/30,2020/9/30,79.8628,51.5796,0.0320
002609.SZ,2019/9/30,2019/12/31,-31.0591,29.3368,0.0148
002609.SZ,2019/12/31,2020/3/31,97.2729,69.3338,0.0338
002609.SZ,2020/3/31,2020/6/30,161.7082,45.2859,0.0236
002609.SZ,2020/6/30,2020/9/30,-0.5995,51.2203,0.0247
002614.SZ,2019/9/30,2019/12/31,-33.5808,37.0771,0.0217
002614.SZ,2019/12/31,2020/3/31,57.8361,77.3272,0.0492
002614.SZ,2020/3/31,2020/6/30,-40.1724,42.0374,0.0257
002614.SZ,2020/6/30,2020/9/30,256.2728,62.62,0.0315
002616.SZ,2019/9/30,2019/12/31,76.996,27.9175,0.0152
002616.SZ,2019/12/31,2020/3/31,-3.09,45.2835,0.0198
002616.SZ,2020/3/31,2020/6/30,313.1989,36.8534,0.0235
002616.SZ,2020/6/30,2020/9/30,-26.146,44.741,0.0247
002617.SZ,2019/9/30,2019/12/31,-45.4836,43.0105,0.0253
002617.SZ,2019/12/31,2020/3/31,-34.8006,72.833,0.0384
002617.SZ,2020/3/31,2020/6/30,-16.8455,33.1091,0.0179
002617.SZ,2020/6/30,2020/9/30,356.3389,79.7163,0.0497
002621.SZ,2019/9/30,2019/12/31,-33.3701,23.1528,0.0145
002621.SZ,2019/12/31,2020/3/31,-18.8328,53.9723,0.0265
002621.SZ,2020/3/31,2020/6/30,-51.1106,37.7029,0.0235
002621.SZ,2020/6/30,2020/9/30,28.1035,46.6556,0.0268
002623.SZ,2019/9/30,2019/12/31,538.6322,55.8996,0.0348
002623.SZ,2019/12/31,2020/3/31,43.5016,91.7608,0.0465
002623.SZ,2020/3/31,2020/6/30,821.4319,57.1177,0.0333
002623.SZ,2020/6/30,2020/9/30,-50.4105,61.1844,0.0333
002624.SZ,2019/9/30,2019/12/31,491.8802,39.466,0.0246
002624.SZ,2019/12/31,2020/3/31,39.5982,58.9303,0.0350
002624.SZ,2020/3/31,2020/6/30,129.1177,35.9671,0.0215
002624.SZ,2020/6/30,2020/9/30,-31.4505,40.3892,0.0216
002626.SZ,2019/9/30,2019/12/31,130.6348,45.5743,0.0283
002626.SZ,2019/12/31,2020/3/31,73.9287,54.7682,0.0277
002626.SZ,2020/3/31,2020/6/30,158.9469,42.4167,0.0246
002626.SZ,2020/6/30,2020/9/30,235.9575,80.8273,0.0510
002627.SZ,2019/9/30,2019/12/31,206.1308,24.7912,0.0158
002627.SZ,2019/12/31,2020/3/31,-48.6261,47.5801,0.0259
002627.SZ,2020/3/31,2020/6/30,41.9055,30.244,0.0186
002627.SZ,2020/6/30,2020/9/30,89.0666,44.5751,0.0277
002634.SZ,2019/9/30,2019/12/31,-4.454,54.9957,0.0350
002634.SZ,2019/12/31,2020/3/31,-80.1301,48.0371,0.0251
002634.SZ,2020/3/31,2020/6/30,141.6028,51.4344,0.0327
002634.SZ,2020/6/30,2020/9/30,203.9555,65.4968,0.0388
002635.SZ,2019/9/30,2019/12/31,42.059,40.8042,0.0231
002635.SZ,2019/12/31,2020/3/31,12.9731,81.9555,0.0463
002635.SZ,2020/3/31,2020/6/30,309.736,61.7871,0.0320
002635.SZ,2020/6/30,2020/9/30,-31.1586,48.1645,0.0228
002640.SZ,2019/9/30,2019/12/31,1.0515,40.4663,0.0236
002640.SZ,2019/12/31,2020/3/31,-67.2848,65.9357,0.0365
002640.SZ,2020/3/31,2020/6/30,40.6365,47.0773,0.0272
002640.SZ,2020/6/30,2020/9/30,18.1712,68.4613,0.0355
002641.SZ,2019/9/30,2019/12/31,28.3145,29.9871,0.0178
002641.SZ,2019/12/31,2020/3/31,125.323,65.5199,0.0349
002641.SZ,2020/3/31,2020/6/30,119.2885,54.6435,0.0327
002641.SZ,2020/6/30,2020/9/30,74.0204,43.5262,0.0222
002643.SZ,2019/9/30,2019/12/31,82.7659,31.7861,0.0191
002643.SZ,2019/12/31,2020/3/31,-53.765,61.0547,0.0274
002643.SZ,2020/3/31,2020/6/30,254.4019,44.5192,0.0250
002643.SZ,2020/6/30,2020/9/30,25.4971,49.5427,0.0270
002648.SZ,2019/9/30,2019/12/31,182.2853,35.5016,0.0183
002648.SZ,2019/12/31,2020/3/31,-63.1088,65.1003,0.0308
002648.SZ,2020/3/31,2020/6/30,186.9666,43.0207,0.0245
002648.SZ,2020/6/30,2020/9/30,156.9712,40.2047,0.0200
002649.SZ,2019/9/30,2019/12/31,25.8599,41.9362,0.0217
002649.SZ,2019/12/31,2020/3/31,-34.328,57.037,0.0246
002649.SZ,2020/3/31,2020/6/30,6.5814,37.3972,0.0193
002649.SZ,2020/6/30,2020/9/30,6.2552,40.454,0.0203
002651.SZ,2019/9/30,2019/12/31,-18.9875,25.3476,0.0135
002651.SZ,2019/12/31,2020/3/31,-32.1012,44.8364,0.0207
002651.SZ,2020/3/31,2020/6/30,48.7543,31.6162,0.0184
002651.SZ,2020/6/30,2020/9/30,2465.62,78.4319,0.0476
002653.SZ,2019/9/30,2019/12/31,50.4035,49.0872,0.0307
002653.SZ,2019/12/31,2020/3/31,-4.3741,49.7352,0.0224
002653.SZ,2020/3/31,2020/6/30,249.2685,43.7612,0.0278
002653.SZ,2020/6/30,2020/9/30,-50.5476,44.4759,0.0232
002655.SZ,2019/9/30,2019/12/31,157.5284,81.6689,0.0518
002655.SZ,2019/12/31,2020/3/31,-79.9325,58.4887,0.0240
002655.SZ,2020/3/31,2020/6/30,250.3957,58.3598,0.0317
002655.SZ,2020/6/30,2020/9/30,-77.7009,57.2305,0.0360
002659.SZ,2019/9/30,2019/12/31,-40.585,30.5142,0.0182
002659.SZ,2019/12/31,2020/3/31,-47.0031,47.7479,0.0224
002659.SZ,2020/3/31,2020/6/30,16.5562,28.6636,0.0166
002659.SZ,2020/6/30,2020/9/30,31.9829,54.3477,0.0307
002661.SZ,2019/9/30,2019/12/31,-26.6504,15.2419,0.0090
002661.SZ,2019/12/31,2020/3/31,587.9268,52.3988,0.0328
002661.SZ,2020/3/31,2020/6/30,301.3992,58.0216,0.0365
002661.SZ,2020/6/30,2020/9/30,-33.7202,49.2462,0.0270
002669.SZ,2019/9/30,2019/12/31,6.3198,29.2348,0.0161
002669.SZ,2019/12/31,2020/3/31,-18.9287,61.8231,0.0332
002669.SZ,2020/3/31,2020/6/30,67.6141,32.7052,0.0192
002669.SZ,2020/6/30,2020/9/30,40.4472,50.578,0.0242
002673.SZ,2019/9/30,2019/12/31,37.8559,19.2073,0.0094
002673.SZ,2019/12/31,2020/3/31,-51.0781,38.5587,0.0153
002673.SZ,2020/3/31,2020/6/30,-6.261,21.2884,0.0087
002673.SZ,2020/6/30,2020/9/30,89.8819,47.9123,0.0192
002675.SZ,2019/9/30,2019/12/31,230.1448,44.5513,0.0279
002675.SZ,2019/12/31,2020/3/31,-42.8751,52.9918,0.0266
002675.SZ,2020/3/31,2020/6/30,559.6371,37.5884,0.0240
002675.SZ,2020/6/30,2020/9/30,49.8178,56.6221,0.0335
002677.SZ,2019/9/30,2019/12/31,8.916,27.792,0.0158
002677.SZ,2019/12/31,2020/3/31,-47.4934,38.1005,0.0153
002677.SZ,2020/3/31,2020/6/30,27.5568,24.2975,0.0138
002677.SZ,2020/6/30,2020/9/30,516.4084,45.9478,0.0264
002683.SZ,2019/9/30,2019/12/31,208.9621,31.4102,0.0169
002683.SZ,2019/12/31,2020/3/31,122.9015,82.8309,0.0409
002683.SZ,2020/3/31,2020/6/30,508.0234,53.7102,0.0316
002683.SZ,2020/6/30,2020/9/30,266.1041,67.7968,0.0340
002685.SZ,2019/9/30,2019/12/31,276.5705,40.5695,0.0259
002685.SZ,2019/12/31,2020/3/31,-67.2442,46.8077,0.0224
002685.SZ,2020/3/31,2020/6/30,75.352,45.4304,0.0258
002685.SZ,2020/6/30,2020/9/30,-46.1989,48.409,0.0307
002688.SZ,2019/9/30,2019/12/31,46.6727,40.8197,0.0258
002688.SZ,2019/12/31,2020/3/31,177.8394,68.9351,0.0369
002688.SZ,2020/3/31,2020/6/30,-19.9073,49.4489,0.0273
002688.SZ,2020/6/30,2020/9/30,5.1127,43.7185,0.0220
002690.SZ,2019/9/30,2019/12/31,75.6909,34.309,0.0202
002690.SZ,2019/12/31,2020/3/31,-11.8531,50.091,0.0227
002690.SZ,2020/3/31,2020/6/30,361.5278,34.7367,0.0200
002690.SZ,2020/6/30,2020/9/30,-32.3274,42.9674,0.0251
002695.SZ,2019/9/30,2019/12/31,78.7475,33.7109,0.0212
002695.SZ,2019/12/31,2020/3/31,302.018,54.899,0.0292
002695.SZ,2020/3/31,2020/6/30,151.6292,48.1766,0.0301
002695.SZ,2020/6/30,2020/9/30,-15.698,53.2043,0.0308
002697.SZ,2019/9/30,2019/12/31,7.2545,36.4907,0.0231
002697.SZ,2019/12/31,2020/3/31,204.7516,51.0654,0.0264
002697.SZ,2020/3/31,2020/6/30,118.4573,40.6915,0.0250
002697.SZ,2020/6/30,2020/9/30,-60.7916,47.4552,0.0266
002698.SZ,2019/9/30,2019/12/31,30.3887,30.763,0.0171
002698.SZ,2019/12/31,2020/3/31,-48.5126,45.2584,0.0174
002698.SZ,2020/3/31,2020/6/30,371.4635,27.1894,0.0148
002698.SZ,2020/6/30,2020/9/30,0.6022,38.4667,0.0196
002699.SZ,2019/9/30,2019/12/31,70.8941,70.8163,0.0419
002699.SZ,2019/12/31,2020/3/31,-79.344,54.1196,0.0226
002699.SZ,2020/3/31,2020/6/30,156.8999,56.7929,0.0329
002699.SZ,2020/6/30,2020/9/30,69.7071,66.1851,0.0383
0027.HK,2019/9/30,2019/12/31,98.3715,29.4787,0.0159
0027.HK,2019/12/31,2020/3/31,-72.2317,54.648,0.0317
0027.HK,2020/3/31,2020/6/30,192.3944,42.4867,0.0182
0027.HK,2020/6/30,2020/9/30,8.8492,37.1445,0.0232
002701.SZ,2019/9/30,2019/12/31,-24.0538,20.1392,0.0099
002701.SZ,2019/12/31,2020/3/31,-30.4104,39.1973,0.0163
002701.SZ,2020/3/31,2020/6/30,22.7196,16.5972,0.0091
002701.SZ,2020/6/30,2020/9/30,174.5506,49.4415,0.0283
002705.SZ,2019/9/30,2019/12/31,161.6907,45.257,0.0274
002705.SZ,2019/12/31,2020/3/31,58.7535,62.4531,0.0321
002705.SZ,2020/3/31,2020/6/30,1597.85,44.8913,0.0275
002705.SZ,2020/6/30,2020/9/30,78.2281,60.4751,0.0374
002706.SZ,2019/9/30,2019/12/31,26.1337,26.3744,0.0166
002706.SZ,2019/12/31,2020/3/31,304.365,57.6684,0.0274
002706.SZ,2020/3/31,2020/6/30,353.9661,43.8183,0.0251
002706.SZ,2020/6/30,2020/9/30,459.5273,55.719,0.0291
002707.SZ,2019/9/30,2019/12/31,83.2081,47.5549,0.0292
002707.SZ,2019/12/31,2020/3/31,-74.2345,64.9987,0.0311
002707.SZ,2020/3/31,2020/6/30,507.2932,55.425,0.0342
002707.SZ,2020/6/30,2020/9/30,141.1219,78.7924,0.0430
002709.SZ,2019/9/30,2019/12/31,162.1071,32.0605,0.0188
002709.SZ,2019/12/31,2020/3/31,-22.3374,71.5978,0.0360
002709.SZ,2020/3/31,2020/6/30,887.939,48.4978,0.0275
002709.SZ,2020/6/30,2020/9/30,368.8841,55.569,0.0307
002714.SZ,2019/9/30,2019/12/31,193.1959,47.5169,0.0297
002714.SZ,2019/12/31,2020/3/31,363.4523,60.0827,0.0330
002714.SZ,2020/3/31,2020/6/30,131.3364,40.3345,0.0256
002714.SZ,2020/6/30,2020/9/30,-17.8343,38.9131,0.0197
002723.SZ,2019/9/30,2019/12/31,-5.3221,29.5657,0.0169
002723.SZ,2019/12/31,2020/3/31,30.421,52.4653,0.0268
002723.SZ,2020/3/31,2020/6/30,1273.03,51.8165,0.0331
002723.SZ,2020/6/30,2020/9/30,-89.444,50.5931,0.0315
002724.SZ,2019/9/30,2019/12/31,69.9567,45.1312,0.0265
002724.SZ,2019/12/31,2020/3/31,-35.0461,53.4323,0.0231
002724.SZ,2020/3/31,2020/6/30,-15.3285,27.0577,0.0144
002724.SZ,2020/6/30,2020/9/30,82.3617,45.563,0.0243
002727.SZ,2019/9/30,2019/12/31,5.1891,24.9077,0.0151
002727.SZ,2019/12/31,2020/3/31,64.3164,42.1099,0.0239
002727.SZ,2020/3/31,2020/6/30,404.3938,48.9294,0.0307
002727.SZ,2020/6/30,2020/9/30,53.1931,51.294,0.0300
002730.SZ,2019/9/30,2019/12/31,-21.4571,30.0369,0.0164
002730.SZ,2019/12/31,2020/3/31,-47.5572,50.5152,0.0233
002730.SZ,2020/3/31,2020/6/30,8.9553,26.467,0.0127
002730.SZ,2020/6/30,2020/9/30,488.5915,67.9904,0.0404
002732.SZ,2019/9/30,2019/12/31,3.9469,30.7112,0.0188
002732.SZ,2019/12/31,2020/3/31,-18.3139,41.3548,0.0138
002732.SZ,2020/3/31,2020/6/30,57.8334,38.1672,0.0227
002732.SZ,2020/6/30,2020/9/30,88.3407,50.5522,0.0288
002733.SZ,2019/9/30,2019/12/31,212.6945,51.6796,0.0307
002733.SZ,2019/12/31,2020/3/31,-71.0906,57.5081,0.0253
002733.SZ,2020/3/31,2020/6/30,29.9746,33.5681,0.0172
002733.SZ,2020/6/30,2020/9/30,-36.206,36.6546,0.0187
002734.SZ,2019/9/30,2019/12/31,-42.5598,39.8681,0.0241
002734.SZ,2019/12/31,2020/3/31,122.1076,47.5383,0.0222
002734.SZ,2020/3/31,2020/6/30,147.1046,37.3196,0.0184
002734.SZ,2020/6/30,2020/9/30,-18.7265,42.6759,0.0184
002736.SZ,2019/9/30,2019/12/31,9.1657,21.8025,0.0094
002736.SZ,2019/12/31,2020/3/31,-42.1409,40.0977,0.0106
002736.SZ,2020/3/31,2020/6/30,12.6962,18.3988,0.0077
002736.SZ,2020/6/30,2020/9/30,105.4244,46.5565,0.0167
002737.SZ,2019/9/30,2019/12/31,5.0721,14.7531,0.0084
002737.SZ,2019/12/31,2020/3/31,-18.2227,37.0884,0.0237
002737.SZ,2020/3/31,2020/6/30,69.5214,22.2468,0.0137
002737.SZ,2020/6/30,2020/9/30,37.3964,52.4852,0.0292
002739.SZ,2019/9/30,2019/12/31,38.2203,36.4202,0.0229
002739.SZ,2019/12/31,2020/3/31,-45.9337,57.6093,0.0294
002739.SZ,2020/3/31,2020/6/30,-11.398,36.0123,0.0210
002739.SZ,2020/6/30,2020/9/30,87.0481,43.514,0.0256
002745.SZ,2019/9/30,2019/12/31,79.6228,35.3394,0.0222
002745.SZ,2019/12/31,2020/3/31,-57.2713,54.7655,0.0234
002745.SZ,2020/3/31,2020/6/30,231.7955,44.0921,0.0274
002745.SZ,2020/6/30,2020/9/30,-45.2407,53.7221,0.0319
002746.SZ,2019/9/30,2019/12/31,-1.7925,32.3394,0.0196
002746.SZ,2019/12/31,2020/3/31,1.3785,53.3885,0.0274
002746.SZ,2020/3/31,2020/6/30,-26.7986,28.7309,0.0165
002746.SZ,2020/6/30,2020/9/30,-19.8498,32.8356,0.0179
002747.SZ,2019/9/30,2019/12/31,123.8876,33.6279,0.0176
002747.SZ,2019/12/31,2020/3/31,-57.8185,64.6699,0.0291
002747.SZ,2020/3/31,2020/6/30,175.2336,48.1134,0.0248
002747.SZ,2020/6/30,2020/9/30,612.5071,60.4868,0.0324
002751.SZ,2019/9/30,2019/12/31,-24.8809,52.7431,0.0322
002751.SZ,2019/12/31,2020/3/31,-37.9259,57.3839,0.0252
002751.SZ,2020/3/31,2020/6/30,3.1789,34.7328,0.0187
002751.SZ,2020/6/30,2020/9/30,-3.5688,46.6926,0.0251
002757.SZ,2019/9/30,2019/12/31,1.4523,36.3169,0.0209
002757.SZ,2019/12/31,2020/3/31,178.2418,78.6452,0.0418
002757.SZ,2020/3/31,2020/6/30,108.192,46.699,0.0253
002757.SZ,2020/6/30,2020/9/30,96.4468,47.0933,0.0244
002768.SZ,2019/9/30,2019/12/31,-4.7045,19.4566,0.0104
002768.SZ,2019/12/31,2020/3/31,1505.22,91.2816,0.0550
002768.SZ,2020/3/31,2020/6/30,-72.9883,64.9329,0.0414
002768.SZ,2020/6/30,2020/9/30,6.1445,43.1083,0.0231
002773.SZ,2019/9/30,2019/12/31,57.1384,45.7947,0.0292
002773.SZ,2019/12/31,2020/3/31,46.6099,38.7174,0.0187
002773.SZ,2020/3/31,2020/6/30,174.2439,38.547,0.0237
002773.SZ,2020/6/30,2020/9/30,1.8218,49.9808,0.0290
002777.SZ,2019/9/30,2019/12/31,20.4293,44.3613,0.0264
002777.SZ,2019/12/31,2020/3/31,73.5113,67.0313,0.0349
002777.SZ,2020/3/31,2020/6/30,39.7531,44.3443,0.0230
002777.SZ,2020/6/30,2020/9/30,-67.4938,34.5748,0.0175
002782.SZ,2019/9/30,2019/12/31,4.6933,20.3804,0.0114
002782.SZ,2019/12/31,2020/3/31,-37.3734,50.6733,0.0239
002782.SZ,2020/3/31,2020/6/30,294.1487,47.8312,0.0293
002782.SZ,2020/6/30,2020/9/30,19.95,43.4642,0.0207
002791.SZ,2019/9/30,2019/12/31,378.483,54.0878,0.0331
002791.SZ,2019/12/31,2020/3/31,1127.82,67.3794,0.0392
002791.SZ,2020/3/31,2020/6/30,759.3623,42.6769,0.0257
002791.SZ,2020/6/30,2020/9/30,255.9649,75.3501,0.0473
002792.SZ,2019/9/30,2019/12/31,3.2327,29.7885,0.0159
002792.SZ,2019/12/31,2020/3/31,17.3413,65.719,0.0345
002792.SZ,2020/3/31,2020/6/30,-36.1877,33.4079,0.0168
002792.SZ,2020/6/30,2020/9/30,-38.6498,35.3292,0.0155
002796.SZ,2019/9/30,2019/12/31,-21.1062,38.8112,0.0227
002796.SZ,2019/12/31,2020/3/31,1.921,68.1536,0.0349
002796.SZ,2020/3/31,2020/6/30,-41.0312,35.7361,0.0192
002796.SZ,2020/6/30,2020/9/30,-63.1073,36.6094,0.0167
002797.SZ,2019/9/30,2019/12/31,136.2676,43.4229,0.0223
002797.SZ,2019/12/31,2020/3/31,-54.9798,43.4494,0.0154
002797.SZ,2020/3/31,2020/6/30,3.0516,22.0797,0.0090
002797.SZ,2020/6/30,2020/9/30,517.7068,70.699,0.0348
002798.SZ,2019/9/30,2019/12/31,123.5198,43.3229,0.0257
002798.SZ,2019/12/31,2020/3/31,-21.4143,62.8113,0.0296
002798.SZ,2020/3/31,2020/6/30,249.2329,54.1353,0.0314
002798.SZ,2020/6/30,2020/9/30,-47.5589,53.8764,0.0290
002803.SZ,2019/9/30,2019/12/31,100.2833,41.8179,0.0232
002803.SZ,2019/12/31,2020/3/31,21.2182,69.7795,0.0345
002803.SZ,2020/3/31,2020/6/30,550.2925,52.129,0.0311
002803.SZ,2020/6/30,2020/9/30,578.9105,74.0432,0.0407
002810.SZ,2019/9/30,2019/12/31,384.118,38.2965,0.0241
002810.SZ,2019/12/31,2020/3/31,-55.6369,42.1953,0.0171
002810.SZ,2020/3/31,2020/6/30,2228.52,42.1521,0.0247
002810.SZ,2020/6/30,2020/9/30,50.8376,52.6781,0.0314
002812.SZ,2019/9/30,2019/12/31,480.4205,38.7779,0.0227
002812.SZ,2019/12/31,2020/3/31,-56.3372,62.6886,0.0322
002812.SZ,2020/3/31,2020/6/30,499.5863,43.624,0.0229
002812.SZ,2020/6/30,2020/9/30,240.4521,51.6631,0.0287
002815.SZ,2019/9/30,2019/12/31,-29.8642,36.7694,0.0216
002815.SZ,2019/12/31,2020/3/31,-19.9255,69.825,0.0330
002815.SZ,2020/3/31,2020/6/30,170.3301,39.9772,0.0196
002815.SZ,2020/6/30,2020/9/30,-39.9603,43.8869,0.0191
002817.SZ,2019/9/30,2019/12/31,135.4557,32.4807,0.0181
002817.SZ,2019/12/31,2020/3/31,-8.0181,43.1412,0.0235
002817.SZ,2020/3/31,2020/6/30,18.8435,25.7703,0.0157
002817.SZ,2020/6/30,2020/9/30,11.334,39.3622,0.0225
002818.SZ,2019/9/30,2019/12/31,17.8796,20.6422,0.0117
002818.SZ,2019/12/31,2020/3/31,-19.4074,36.7251,0.0156
002818.SZ,2020/3/31,2020/6/30,22.16,24.3197,0.0131
002818.SZ,2020/6/30,2020/9/30,82.3005,42.5793,0.0205
002821.SZ,2019/9/30,2019/12/31,43.086,34.5569,0.0208
002821.SZ,2019/12/31,2020/3/31,252.2765,55.9462,0.0274
002821.SZ,2020/3/31,2020/6/30,408.919,39.9702,0.0237
002821.SZ,2020/6/30,2020/9/30,47.0737,46.2638,0.0285
002822.SZ,2019/9/30,2019/12/31,69.2523,54.1233,0.0338
002822.SZ,2019/12/31,2020/3/31,20.334,61.6359,0.0282
002822.SZ,2020/3/31,2020/6/30,-41.6136,45.6105,0.0290
002822.SZ,2020/6/30,2020/9/30,-26.6439,44.646,0.0255
002824.SZ,2019/9/30,2019/12/31,2.2591,39.7587,0.0203
002824.SZ,2019/12/31,2020/3/31,389.3581,85.1786,0.0492
002824.SZ,2020/3/31,2020/6/30,1119.1,75.9967,0.0461
002824.SZ,2020/6/30,2020/9/30,-79.9977,52.2779,0.0269
002827.SZ,2019/9/30,2019/12/31,-25.8748,27.7724,0.0167
002827.SZ,2019/12/31,2020/3/31,-27.5199,38.2081,0.0138
002827.SZ,2020/3/31,2020/6/30,415.5439,47.346,0.0299
002827.SZ,2020/6/30,2020/9/30,-6.0014,81.72,0.0461
002831.SZ,2019/9/30,2019/12/31,86.0916,33.0362,0.0207
002831.SZ,2019/12/31,2020/3/31,-54.5277,45.9835,0.0200
002831.SZ,2020/3/31,2020/6/30,176.8118,36.7324,0.0215
002831.SZ,2020/6/30,2020/9/30,75.6732,48.8857,0.0276
002832.SZ,2019/9/30,2019/12/31,-3.4929,23.2097,0.0139
002832.SZ,2019/12/31,2020/3/31,-63.0775,54.908,0.0319
002832.SZ,2020/3/31,2020/6/30,422.0344,40.389,0.0250
002832.SZ,2020/6/30,2020/9/30,-11.357,47.376,0.0295
002833.SZ,2019/9/30,2019/12/31,78.6429,24.9619,0.0138
002833.SZ,2019/12/31,2020/3/31,-17.3744,47.928,0.0233
002833.SZ,2020/3/31,2020/6/30,30.259,31.5415,0.0176
002833.SZ,2020/6/30,2020/9/30,618.1672,47.8357,0.0263
002835.SZ,2019/9/30,2019/12/31,-8.1326,52.1591,0.0317
002835.SZ,2019/12/31,2020/3/31,-62.1625,47.2131,0.0191
002835.SZ,2020/3/31,2020/6/30,82.835,38.3515,0.0220
002835.SZ,2020/6/30,2020/9/30,288.0278,74.1697,0.0444
002837.SZ,2019/9/30,2019/12/31,-33.5416,27.1054,0.0130
002837.SZ,2019/12/31,2020/3/31,2876.18,96.1605,0.0541
002837.SZ,2020/3/31,2020/6/30,145.3913,59.0218,0.0307
002837.SZ,2020/6/30,2020/9/30,-67.1313,46.1785,0.0273
002838.SZ,2019/9/30,2019/12/31,-38.3,36.1592,0.0229
002838.SZ,2019/12/31,2020/3/31,20998.3,105.6418,0.0674
002838.SZ,2020/3/31,2020/6/30,-71.4284,67.2216,0.0425
002838.SZ,2020/6/30,2020/9/30,-10.6538,60.3927,0.0340
002839.SZ,2019/9/30,2019/12/31,40.461,28.7941,0.0142
002839.SZ,2019/12/31,2020/3/31,-25.7309,56.0016,0.0255
002839.SZ,2020/3/31,2020/6/30,30.5336,25.9299,0.0147
002839.SZ,2020/6/30,2020/9/30,23.4013,46.2566,0.0252
002841.SZ,2019/9/30,2019/12/31,-7.8276,32.8008,0.0205
002841.SZ,2019/12/31,2020/3/31,-31.6313,49.4914,0.0237
002841.SZ,2020/3/31,2020/6/30,161.9159,31.2856,0.0193
002841.SZ,2020/6/30,2020/9/30,8.4295,29.5992,0.0182
