stock,start_date,end_date,yield,volatility,idiosyncratic_volatility
300380.SZ,2019/9/30,2019/12/31,-29.6871,37.4677,0.0199
300380.SZ,2019/12/31,2020/3/31,-29.9278,53.5288,0.0199
300380.SZ,2020/3/31,2020/6/30,30.7416,36.1365,0.0181
300380.SZ,2020/6/30,2020/9/30,223.2141,55.3755,0.0292
300381.SZ,2019/9/30,2019/12/31,29.1971,34.4608,0.0213
300381.SZ,2019/12/31,2020/3/31,34.3305,52.6961,0.0307
300381.SZ,2020/3/31,2020/6/30,425.3391,45.1697,0.0278
300381.SZ,2020/6/30,2020/9/30,-40.74,41.4183,0.0232
300383.SZ,2019/9/30,2019/12/31,18.815,32.7494,0.0180
300383.SZ,2019/12/31,2020/3/31,113.8644,73.5032,0.0338
300383.SZ,2020/3/31,2020/6/30,42.8306,39.4912,0.0204
300383.SZ,2020/6/30,2020/9/30,-41.9618,40.414,0.0192
300384.SZ,2019/9/30,2019/12/31,13.1468,46.6097,0.0246
300384.SZ,2019/12/31,2020/3/31,-34.7813,57.3387,0.0239
300384.SZ,2020/3/31,2020/6/30,32.761,28.0329,0.0141
300384.SZ,2020/6/30,2020/9/30,-5.7756,50.1872,0.0278
300385.SZ,2019/9/30,2019/12/31,-13.6809,26.547,0.0155
300385.SZ,2019/12/31,2020/3/31,-16.034,74.8202,0.0404
300385.SZ,2020/3/31,2020/6/30,-39.1314,39.9475,0.0230
300385.SZ,2020/6/30,2020/9/30,244.5293,70.0301,0.0439
300387.SZ,2019/9/30,2019/12/31,25.2842,22.129,0.0135
300387.SZ,2019/12/31,2020/3/31,-62.6661,52.2968,0.0266
300387.SZ,2020/3/31,2020/6/30,87.7641,49.2531,0.0303
300387.SZ,2020/6/30,2020/9/30,36.3979,51.1165,0.0315
300393.SZ,2019/9/30,2019/12/31,46.5343,37.0316,0.0230
300393.SZ,2019/12/31,2020/3/31,-37.8038,49.0123,0.0246
300393.SZ,2020/3/31,2020/6/30,-25.1533,42.3497,0.0264
300393.SZ,2020/6/30,2020/9/30,266.9227,61.0679,0.0351
300394.SZ,2019/9/30,2019/12/31,37.5721,38.1153,0.0219
300394.SZ,2019/12/31,2020/3/31,33.9562,74.1999,0.0402
300394.SZ,2020/3/31,2020/6/30,433.1603,47.5988,0.0273
300394.SZ,2020/6/30,2020/9/30,-2.9964,50.5989,0.0282
300395.SZ,2019/9/30,2019/12/31,-1.2786,36.2661,0.0208
300395.SZ,2019/12/31,2020/3/31,-11.7077,63.3605,0.0287
300395.SZ,2020/3/31,2020/6/30,599.7615,32.8732,0.0177
300395.SZ,2020/6/30,2020/9/30,209.4055,54.5738,0.0303
300397.SZ,2019/9/30,2019/12/31,179.0087,45.8867,0.0286
300397.SZ,2019/12/31,2020/3/31,141.3737,77.8637,0.0429
300397.SZ,2020/3/31,2020/6/30,108.9868,51.5789,0.0282
300397.SZ,2020/6/30,2020/9/30,16.9508,77.4497,0.0428
300406.SZ,2019/9/30,2019/12/31,-1.7173,35.6733,0.0217
300406.SZ,2019/12/31,2020/3/31,34.6698,56.9836,0.0276
300406.SZ,2020/3/31,2020/6/30,243.4275,43.9589,0.0269
300406.SZ,2020/6/30,2020/9/30,-39.628,43.0758,0.0236
300408.SZ,2019/9/30,2019/12/31,52.3824,30.7313,0.0194
300408.SZ,2019/12/31,2020/3/31,-59.4471,51.8199,0.0228
300408.SZ,2020/3/31,2020/6/30,481.1787,42.9067,0.0232
300408.SZ,2020/6/30,2020/9/30,59.1401,41.3454,0.0216
300413.SZ,2019/9/30,2019/12/31,168.1788,38.5824,0.0236
300413.SZ,2019/12/31,2020/3/31,161.5861,60.8748,0.0309
300413.SZ,2020/3/31,2020/6/30,424.674,48.5383,0.0282
300413.SZ,2020/6/30,2020/9/30,27.2123,51.374,0.0311
300415.SZ,2019/9/30,2019/12/31,310.8405,36.8819,0.0216
300415.SZ,2019/12/31,2020/3/31,-76.1297,49.6981,0.0210
300415.SZ,2020/3/31,2020/6/30,53.4001,44.0739,0.0247
300415.SZ,2020/6/30,2020/9/30,1050.02,62.0306,0.0344
300416.SZ,2019/9/30,2019/12/31,208.7989,45.542,0.0290
300416.SZ,2019/12/31,2020/3/31,-39.3518,65.1101,0.0333
300416.SZ,2020/3/31,2020/6/30,121.0297,43.1162,0.0245
300416.SZ,2020/6/30,2020/9/30,70.3008,63.8247,0.0337
300418.SZ,2019/9/30,2019/12/31,217.2104,43.4592,0.0256
300418.SZ,2019/12/31,2020/3/31,23.0392,62.6617,0.0380
300418.SZ,2020/3/31,2020/6/30,328.057,47.9997,0.0291
300418.SZ,2020/6/30,2020/9/30,29.0306,58.4741,0.0327
300420.SZ,2019/9/30,2019/12/31,-61.1342,33.636,0.0179
300420.SZ,2019/12/31,2020/3/31,41.8049,60.2219,0.0276
300420.SZ,2020/3/31,2020/6/30,-12.0143,41.559,0.0194
300420.SZ,2020/6/30,2020/9/30,67.9763,57.4376,0.0302
300422.SZ,2019/9/30,2019/12/31,18.4435,19.6911,0.0106
300422.SZ,2019/12/31,2020/3/31,35.5354,60.2318,0.0243
300422.SZ,2020/3/31,2020/6/30,-4.787,23.7217,0.0116
300422.SZ,2020/6/30,2020/9/30,20.1634,44.2591,0.0262
300426.SZ,2019/9/30,2019/12/31,6.0532,41.2136,0.0259
300426.SZ,2019/12/31,2020/3/31,-81.3814,51.7637,0.0229
300426.SZ,2020/3/31,2020/6/30,662.2342,65.225,0.0405
300426.SZ,2020/6/30,2020/9/30,93.2942,63.3816,0.0355
300427.SZ,2019/9/30,2019/12/31,9.0726,44.8718,0.0268
300427.SZ,2019/12/31,2020/3/31,96.8805,71.0078,0.0315
300427.SZ,2020/3/31,2020/6/30,6.8542,50.0284,0.0291
300427.SZ,2020/6/30,2020/9/30,483.3375,69.84,0.0366
300433.SZ,2019/9/30,2019/12/31,131.7291,53.0714,0.0285
300433.SZ,2019/12/31,2020/3/31,25.889,71.9664,0.0343
300433.SZ,2020/3/31,2020/6/30,1501.92,61.6586,0.0348
300433.SZ,2020/6/30,2020/9/30,131.8132,66.7391,0.0357
300437.SZ,2019/9/30,2019/12/31,-25.7286,18.8077,0.0072
300437.SZ,2019/12/31,2020/3/31,-22.5363,62.0657,0.0309
300437.SZ,2020/3/31,2020/6/30,28.291,25.0973,0.0124
300437.SZ,2020/6/30,2020/9/30,131.6382,51.1613,0.0307
300438.SZ,2019/9/30,2019/12/31,417.1815,58.2913,0.0330
300438.SZ,2019/12/31,2020/3/31,-55.6355,67.3022,0.0332
300438.SZ,2020/3/31,2020/6/30,90.5679,51.763,0.0284
300438.SZ,2020/6/30,2020/9/30,-9.5881,50.1658,0.0253
300440.SZ,2019/9/30,2019/12/31,76.4391,22.9358,0.0127
300440.SZ,2019/12/31,2020/3/31,256.8036,62.6858,0.0306
300440.SZ,2020/3/31,2020/6/30,-33.8232,54.0272,0.0321
300440.SZ,2020/6/30,2020/9/30,-41.6902,47.0425,0.0245
300443.SZ,2019/9/30,2019/12/31,-40.6134,28.2292,0.0159
300443.SZ,2019/12/31,2020/3/31,-15.916,54.6709,0.0279
300443.SZ,2020/3/31,2020/6/30,326.8477,57.8447,0.0367
300443.SZ,2020/6/30,2020/9/30,531.0148,75.2862,0.0437
300445.SZ,2019/9/30,2019/12/31,65.4038,46.4499,0.0280
300445.SZ,2019/12/31,2020/3/31,-38.7651,58.231,0.0251
300445.SZ,2020/3/31,2020/6/30,60.6497,30.6093,0.0146
300445.SZ,2020/6/30,2020/9/30,82.7535,48.5653,0.0267
300448.SZ,2019/9/30,2019/12/31,18.2845,44.833,0.0251
300448.SZ,2019/12/31,2020/3/31,81.8098,76.9827,0.0425
300448.SZ,2020/3/31,2020/6/30,19.4166,47.4993,0.0269
300448.SZ,2020/6/30,2020/9/30,42.3006,60.6054,0.0350
300449.SZ,2019/9/30,2019/12/31,84.3747,66.7004,0.0423
300449.SZ,2019/12/31,2020/3/31,-75.6509,49.0771,0.0233
300449.SZ,2020/3/31,2020/6/30,153.3913,44.995,0.0264
300449.SZ,2020/6/30,2020/9/30,167.9527,72.8201,0.0453
300450.SZ,2019/9/30,2019/12/31,195.5221,39.1285,0.0234
300450.SZ,2019/12/31,2020/3/31,-55.0074,63.1603,0.0347
300450.SZ,2020/3/31,2020/6/30,126.6717,53.1866,0.0301
300450.SZ,2020/6/30,2020/9/30,25.8508,48.1865,0.0269
300451.SZ,2019/9/30,2019/12/31,13.1152,37.7683,0.0213
300451.SZ,2019/12/31,2020/3/31,99.894,70.8189,0.0361
300451.SZ,2020/3/31,2020/6/30,188.5425,44.5605,0.0239
300451.SZ,2020/6/30,2020/9/30,-47.728,40.112,0.0193
300452.SZ,2019/9/30,2019/12/31,2.6829,24.575,0.0135
300452.SZ,2019/12/31,2020/3/31,70.9977,47.932,0.0269
300452.SZ,2020/3/31,2020/6/30,1478.04,73.6015,0.0459
300452.SZ,2020/6/30,2020/9/30,-6.4154,57.9395,0.0323
300453.SZ,2019/9/30,2019/12/31,25.2498,29.5468,0.0176
300453.SZ,2019/12/31,2020/3/31,647.9691,81.6912,0.0506
300453.SZ,2020/3/31,2020/6/30,676.6019,73.5983,0.0468
300453.SZ,2020/6/30,2020/9/30,-41.7174,66.0795,0.0347
300454.SZ,2019/9/30,2019/12/31,25.3811,33.3829,0.0212
300454.SZ,2019/12/31,2020/3/31,305.9384,68.6833,0.0389
300454.SZ,2020/3/31,2020/6/30,263.6976,46.3692,0.0268
300454.SZ,2020/6/30,2020/9/30,41.6874,52.3245,0.0306
300455.SZ,2019/9/30,2019/12/31,86.3102,41.896,0.0259
300455.SZ,2019/12/31,2020/3/31,114.5913,80.367,0.0446
300455.SZ,2020/3/31,2020/6/30,101.9062,47.2537,0.0240
300455.SZ,2020/6/30,2020/9/30,32.3022,68.8873,0.0344
300456.SZ,2019/9/30,2019/12/31,764.5407,68.0584,0.0406
300456.SZ,2019/12/31,2020/3/31,-36.6376,74.924,0.0377
300456.SZ,2020/3/31,2020/6/30,180.1494,50.6096,0.0271
300456.SZ,2020/6/30,2020/9/30,35.5137,61.4844,0.0337
300457.SZ,2019/9/30,2019/12/31,265.3496,37.2272,0.0225
300457.SZ,2019/12/31,2020/3/31,681.4093,66.3336,0.0401
300457.SZ,2020/3/31,2020/6/30,-24.3306,49.6863,0.0290
300457.SZ,2020/6/30,2020/9/30,-33.9628,56.8914,0.0302
300458.SZ,2019/9/30,2019/12/31,100.8282,53.943,0.0339
300458.SZ,2019/12/31,2020/3/31,-47.3618,57.1436,0.0284
300458.SZ,2020/3/31,2020/6/30,250.6234,46.3889,0.0245
300458.SZ,2020/6/30,2020/9/30,-15.8057,64.4222,0.0326
300459.SZ,2019/9/30,2019/12/31,104.9324,63.8172,0.0384
300459.SZ,2019/12/31,2020/3/31,-28.1325,72.8254,0.0394
300459.SZ,2020/3/31,2020/6/30,69.4102,72.4802,0.0441
300459.SZ,2020/6/30,2020/9/30,135.5189,95.4539,0.0582
300463.SZ,2019/9/30,2019/12/31,20.5212,47.0491,0.0281
300463.SZ,2019/12/31,2020/3/31,21.886,53.4105,0.0326
300463.SZ,2020/3/31,2020/6/30,2041.61,75.4168,0.0478
300463.SZ,2020/6/30,2020/9/30,-29.8014,51.4897,0.0303
300468.SZ,2019/9/30,2019/12/31,678.6402,86.5665,0.0537
300468.SZ,2019/12/31,2020/3/31,-38.0881,75.793,0.0379
300468.SZ,2020/3/31,2020/6/30,104.1789,50.4065,0.0257
300468.SZ,2020/6/30,2020/9/30,-20.1387,55.9784,0.0292
300470.SZ,2019/9/30,2019/12/31,2.2701,29.8682,0.0171
300470.SZ,2019/12/31,2020/3/31,-22.3795,47.3211,0.0191
300470.SZ,2020/3/31,2020/6/30,155.5518,31.7715,0.0182
300470.SZ,2020/6/30,2020/9/30,483.6027,59.6772,0.0355
300471.SZ,2019/9/30,2019/12/31,17.134,41.2423,0.0232
300471.SZ,2019/12/31,2020/3/31,44.6402,77.6143,0.0409
300471.SZ,2020/3/31,2020/6/30,-57.4475,57.0965,0.0317
300471.SZ,2020/6/30,2020/9/30,250.5931,91.08,0.0555
300474.SZ,2019/9/30,2019/12/31,-0.2062,64.1079,0.0382
300474.SZ,2019/12/31,2020/3/31,-45.8181,60.3074,0.0273
300474.SZ,2020/3/31,2020/6/30,200.3941,39.0627,0.0187
300474.SZ,2020/6/30,2020/9/30,-1.3478,63.5057,0.0311
300476.SZ,2019/9/30,2019/12/31,43.215,37.9345,0.0195
300476.SZ,2019/12/31,2020/3/31,48.2458,71.7685,0.0363
300476.SZ,2020/3/31,2020/6/30,249.5799,46.0011,0.0244
300476.SZ,2020/6/30,2020/9/30,-40.2429,45.2405,0.0204
300477.SZ,2019/9/30,2019/12/31,18.8342,35.6445,0.0213
300477.SZ,2019/12/31,2020/3/31,-43.2563,55.8669,0.0305
300477.SZ,2020/3/31,2020/6/30,24.4469,54.1555,0.0334
300477.SZ,2020/6/30,2020/9/30,-22.4562,48.2039,0.0267
300481.SZ,2019/9/30,2019/12/31,181.5867,39.5281,0.0234
300481.SZ,2019/12/31,2020/3/31,-34.3586,55.0295,0.0238
300481.SZ,2020/3/31,2020/6/30,131.8013,31.3087,0.0147
300481.SZ,2020/6/30,2020/9/30,54.811,61.8993,0.0318
300482.SZ,2019/9/30,2019/12/31,27.4255,41.927,0.0259
300482.SZ,2019/12/31,2020/3/31,569.0522,60.0484,0.0381
300482.SZ,2020/3/31,2020/6/30,212.075,49.1731,0.0312
300482.SZ,2020/6/30,2020/9/30,-53.4018,41.4977,0.0248
300487.SZ,2019/9/30,2019/12/31,12.6184,37.848,0.0225
300487.SZ,2019/12/31,2020/3/31,-57.2769,56.8057,0.0262
300487.SZ,2020/3/31,2020/6/30,58.4802,43.6323,0.0241
300487.SZ,2020/6/30,2020/9/30,677.6344,49.6913,0.0283
300489.SZ,2019/9/30,2019/12/31,53.7572,23.4791,0.0140
300489.SZ,2019/12/31,2020/3/31,873.2802,79.2471,0.0450
300489.SZ,2020/3/31,2020/6/30,224.3595,56.7177,0.0339
300489.SZ,2020/6/30,2020/9/30,222.558,82.9088,0.0470
300492.SZ,2019/9/30,2019/12/31,22.9616,58.6239,0.0359
300492.SZ,2019/12/31,2020/3/31,-62.9121,47.191,0.0222
300492.SZ,2020/3/31,2020/6/30,1592.24,61.0031,0.0382
300492.SZ,2020/6/30,2020/9/30,16.0643,58.3026,0.0354
300496.SZ,2019/9/30,2019/12/31,118.4015,46.6702,0.0279
300496.SZ,2019/12/31,2020/3/31,99.5738,79.0857,0.0412
300496.SZ,2020/3/31,2020/6/30,416.4272,54.0906,0.0305
300496.SZ,2020/6/30,2020/9/30,59.4737,52.3349,0.0291
300497.SZ,2019/9/30,2019/12/31,50.5258,26.4454,0.0164
300497.SZ,2019/12/31,2020/3/31,358.9958,63.4675,0.0322
300497.SZ,2020/3/31,2020/6/30,72.6175,51.1433,0.0316
300497.SZ,2020/6/30,2020/9/30,-27.4798,46.5474,0.0236
300498.SZ,2019/9/30,2019/12/31,-27.7177,26.1841,0.0163
300498.SZ,2019/12/31,2020/3/31,-11.6711,51.3803,0.0231
300498.SZ,2020/3/31,2020/6/30,-40.8068,30.2659,0.0179
300498.SZ,2020/6/30,2020/9/30,-31.2017,34.9097,0.0162
300501.SZ,2019/9/30,2019/12/31,7.3274,22.46,0.0129
300501.SZ,2019/12/31,2020/3/31,-3.5214,56.3993,0.0285
300501.SZ,2020/3/31,2020/6/30,86.9046,33.0656,0.0196
300501.SZ,2020/6/30,2020/9/30,395.7277,79.086,0.0495
300502.SZ,2019/9/30,2019/12/31,70.2056,53.5179,0.0304
300502.SZ,2019/12/31,2020/3/31,436.6191,83.0721,0.0420
300502.SZ,2020/3/31,2020/6/30,487.7823,52.0672,0.0297
300502.SZ,2020/6/30,2020/9/30,27.8165,53.7812,0.0288
300510.SZ,2019/9/30,2019/12/31,-58.1897,63.1492,0.0361
300510.SZ,2019/12/31,2020/3/31,-86.3858,62.4036,0.0296
300510.SZ,2020/3/31,2020/6/30,5.8877,47.0566,0.0273
300510.SZ,2020/6/30,2020/9/30,260.0316,62.6766,0.0374
300512.SZ,2019/9/30,2019/12/31,2.4969,25.5794,0.0147
300512.SZ,2019/12/31,2020/3/31,-19.4876,42.2976,0.0225
300512.SZ,2020/3/31,2020/6/30,36.5517,37.7816,0.0232
300512.SZ,2020/6/30,2020/9/30,200.3263,69.0538,0.0390
300523.SZ,2019/9/30,2019/12/31,48.4958,33.6758,0.0206
300523.SZ,2019/12/31,2020/3/31,-43.9031,49.5738,0.0243
300523.SZ,2020/3/31,2020/6/30,101.9351,30.0139,0.0165
300523.SZ,2020/6/30,2020/9/30,-33.3888,37.2377,0.0197
300525.SZ,2019/9/30,2019/12/31,200.5161,59.8168,0.0366
300525.SZ,2019/12/31,2020/3/31,-53.2822,60.5847,0.0286
300525.SZ,2020/3/31,2020/6/30,479.3896,45.1188,0.0276
300525.SZ,2020/6/30,2020/9/30,-20.8252,55.4867,0.0341
300529.SZ,2019/9/30,2019/12/31,-12.4103,48.4388,0.0287
300529.SZ,2019/12/31,2020/3/31,254.0044,46.9102,0.0223
300529.SZ,2020/3/31,2020/6/30,352.414,47.0732,0.0269
300529.SZ,2020/6/30,2020/9/30,41.4862,43.1874,0.0258
300533.SZ,2019/9/30,2019/12/31,1.0867,35.8153,0.0206
300533.SZ,2019/12/31,2020/3/31,3.5203,62.2857,0.0307
300533.SZ,2020/3/31,2020/6/30,128.082,35.8817,0.0179
300533.SZ,2020/6/30,2020/9/30,-27.2537,42.1823,0.0221
300537.SZ,2019/9/30,2019/12/31,-23.4157,51.2254,0.0276
300537.SZ,2019/12/31,2020/3/31,-59.5111,66.0486,0.0344
300537.SZ,2020/3/31,2020/6/30,132.0171,55.7923,0.0313
300537.SZ,2020/6/30,2020/9/30,67.2952,69.7296,0.0400
300541.SZ,2019/9/30,2019/12/31,225.6962,76.5578,0.0487
300541.SZ,2019/12/31,2020/3/31,-40.896,62.7532,0.0275
300541.SZ,2020/3/31,2020/6/30,128.0241,45.6205,0.0254
300541.SZ,2020/6/30,2020/9/30,170.8792,65.243,0.0336
300545.SZ,2019/9/30,2019/12/31,28.8179,41.2021,0.0247
300545.SZ,2019/12/31,2020/3/31,11.9201,78.6968,0.0408
300545.SZ,2020/3/31,2020/6/30,183.1223,47.0301,0.0243
300545.SZ,2020/6/30,2020/9/30,-23.5161,49.5238,0.0247
300546.SZ,2019/9/30,2019/12/31,48.948,41.7879,0.0252
300546.SZ,2019/12/31,2020/3/31,-43.8737,55.1113,0.0244
300546.SZ,2020/3/31,2020/6/30,-22.3151,40.273,0.0232
300546.SZ,2020/6/30,2020/9/30,-13.625,41.5326,0.0223
300548.SZ,2019/9/30,2019/12/31,550.533,50.331,0.0314
300548.SZ,2019/12/31,2020/3/31,108.9867,74.2485,0.0387
300548.SZ,2020/3/31,2020/6/30,211.0184,62.9207,0.0326
300548.SZ,2020/6/30,2020/9/30,-47.9091,53.5827,0.0274
300551.SZ,2019/9/30,2019/12/31,999.2405,72.5364,0.0433
300551.SZ,2019/12/31,2020/3/31,18.2532,58.5102,0.0346
300551.SZ,2020/3/31,2020/6/30,225.4913,49.8989,0.0311
300551.SZ,2020/6/30,2020/9/30,100.4189,75.0696,0.0474
300552.SZ,2019/9/30,2019/12/31,1001.61,70.5947,0.0423
300552.SZ,2019/12/31,2020/3/31,-57.0252,74.7738,0.0370
300552.SZ,2020/3/31,2020/6/30,80.6377,50.269,0.0281
300552.SZ,2020/6/30,2020/9/30,11.8777,56.8997,0.0324
300558.SZ,2019/9/30,2019/12/31,319.1037,57.6308,0.0360
300558.SZ,2019/12/31,2020/3/31,34.5643,59.1858,0.0273
300558.SZ,2020/3/31,2020/6/30,1825.97,48.629,0.0308
300558.SZ,2020/6/30,2020/9/30,-49.0452,55.4909,0.0337
300559.SZ,2019/9/30,2019/12/31,75.0878,41.9866,0.0249
300559.SZ,2019/12/31,2020/3/31,-12.4234,63.0047,0.0373
300559.SZ,2020/3/31,2020/6/30,61.5799,34.8466,0.0192
300559.SZ,2020/6/30,2020/9/30,-26.1948,45.5295,0.0261
300562.SZ,2019/9/30,2019/12/31,142.8179,62.9178,0.0401
300562.SZ,2019/12/31,2020/3/31,39.3334,65.0139,0.0408
300562.SZ,2020/3/31,2020/6/30,235.8047,48.7876,0.0300
300562.SZ,2020/6/30,2020/9/30,7.0865,66.8789,0.0403
300563.SZ,2019/9/30,2019/12/31,-32.4406,28.3354,0.0153
300563.SZ,2019/12/31,2020/3/31,-5.1868,63.6803,0.0344
300563.SZ,2020/3/31,2020/6/30,70.6419,41.5833,0.0232
300563.SZ,2020/6/30,2020/9/30,3.686,53.2267,0.0284
300567.SZ,2019/9/30,2019/12/31,47.3911,53.3203,0.0333
300567.SZ,2019/12/31,2020/3/31,-22.5585,74.1399,0.0387
300567.SZ,2020/3/31,2020/6/30,201.1333,51.4245,0.0270
300567.SZ,2020/6/30,2020/9/30,-63.6581,49.2286,0.0210
300568.SZ,2019/9/30,2019/12/31,35.0626,45.1193,0.0261
300568.SZ,2019/12/31,2020/3/31,-45.6661,70.8189,0.0404
300568.SZ,2020/3/31,2020/6/30,150.9078,46.3153,0.0248
300568.SZ,2020/6/30,2020/9/30,-20.613,52.1168,0.0269
300569.SZ,2019/9/30,2019/12/31,-61.3773,36.6311,0.0232
300569.SZ,2019/12/31,2020/3/31,-44.0009,51.5465,0.0184
300569.SZ,2020/3/31,2020/6/30,63.172,25.0498,0.0138
300569.SZ,2020/6/30,2020/9/30,1793.8,85.3431,0.0523
300570.SZ,2019/9/30,2019/12/31,-38.3466,44.3332,0.0260
300570.SZ,2019/12/31,2020/3/31,-52.2526,68.6647,0.0353
300570.SZ,2020/3/31,2020/6/30,-40.236,41.5385,0.0215
300570.SZ,2020/6/30,2020/9/30,7.3372,54.594,0.0258
300571.SZ,2019/9/30,2019/12/31,24.4721,46.8501,0.0290
300571.SZ,2019/12/31,2020/3/31,-45.899,71.0041,0.0321
300571.SZ,2020/3/31,2020/6/30,-20.9391,45.9569,0.0241
300571.SZ,2020/6/30,2020/9/30,-27.8804,43.3628,0.0225
300572.SZ,2019/9/30,2019/12/31,-29.4237,31.0594,0.0182
300572.SZ,2019/12/31,2020/3/31,-54.2088,49.7468,0.0216
300572.SZ,2020/3/31,2020/6/30,636.8488,51.8274,0.0307
300572.SZ,2020/6/30,2020/9/30,20.5038,50.0628,0.0294
300573.SZ,2019/9/30,2019/12/31,-19.8578,52.4744,0.0331
300573.SZ,2019/12/31,2020/3/31,185.996,74.3988,0.0344
300573.SZ,2020/3/31,2020/6/30,531.2044,56.2887,0.0356
300573.SZ,2020/6/30,2020/9/30,-10.9564,64.3592,0.0401
300575.SZ,2019/9/30,2019/12/31,90.6874,45.8701,0.0283
300575.SZ,2019/12/31,2020/3/31,2.298,51.9143,0.0240
300575.SZ,2020/3/31,2020/6/30,368.6469,46.8352,0.0274
300575.SZ,2020/6/30,2020/9/30,37.7015,46.0646,0.0264
300577.SZ,2019/9/30,2019/12/31,46.1229,31.1094,0.0190
300577.SZ,2019/12/31,2020/3/31,-66.0045,38.4843,0.0152
300577.SZ,2020/3/31,2020/6/30,-1.3268,38.532,0.0206
300577.SZ,2020/6/30,2020/9/30,86.256,51.9112,0.0317
300584.SZ,2019/9/30,2019/12/31,-22.5255,30.1658,0.0164
300584.SZ,2019/12/31,2020/3/31,-39.598,37.9763,0.0222
300584.SZ,2020/3/31,2020/6/30,23.9128,28.2527,0.0164
300584.SZ,2020/6/30,2020/9/30,9.2951,52.443,0.0328
300590.SZ,2019/9/30,2019/12/31,-12.3282,37.9306,0.0225
300590.SZ,2019/12/31,2020/3/31,47.2395,77.2485,0.0379
300590.SZ,2020/3/31,2020/6/30,108.6486,52.1872,0.0228
300590.SZ,2020/6/30,2020/9/30,-59.9131,50.1216,0.0242
300592.SZ,2019/9/30,2019/12/31,21.7847,43.4324,0.0268
300592.SZ,2019/12/31,2020/3/31,-32.929,64.1228,0.0337
300592.SZ,2020/3/31,2020/6/30,162.5646,48.999,0.0303
300592.SZ,2020/6/30,2020/9/30,277.434,81.3119,0.0487
300593.SZ,2019/9/30,2019/12/31,-42.037,48.1301,0.0279
300593.SZ,2019/12/31,2020/3/31,-34.1589,62.7546,0.0310
300593.SZ,2020/3/31,2020/6/30,-18.4286,34.1171,0.0166
300593.SZ,2020/6/30,2020/9/30,175.375,70.98,0.0409
300595.SZ,2019/9/30,2019/12/31,-7.469,39.4428,0.0240
300595.SZ,2019/12/31,2020/3/31,109.3698,50.6487,0.0217
300595.SZ,2020/3/31,2020/6/30,1518.06,49.4084,0.0308
300595.SZ,2020/6/30,2020/9/30,-26.2082,52.2117,0.0323
300596.SZ,2019/9/30,2019/12/31,51.2479,33.9308,0.0209
300596.SZ,2019/12/31,2020/3/31,-56.5875,47.6157,0.0240
300596.SZ,2020/3/31,2020/6/30,97.8149,43.9315,0.0242
300596.SZ,2020/6/30,2020/9/30,-30.9874,41.7035,0.0217
300598.SZ,2019/9/30,2019/12/31,16294.93,96.9488,0.0603
300598.SZ,2019/12/31,2020/3/31,1787.63,98.4975,0.0574
300598.SZ,2020/3/31,2020/6/30,-9.862,75.7484,0.0419
300598.SZ,2020/6/30,2020/9/30,-70.6641,71.4598,0.0412
300601.SZ,2019/9/30,2019/12/31,102.4702,46.1907,0.0288
300601.SZ,2019/12/31,2020/3/31,217.5237,48.8452,0.0282
300601.SZ,2020/3/31,2020/6/30,378.8759,42.5834,0.0261
300601.SZ,2020/6/30,2020/9/30,77.168,74.4163,0.0459
300603.SZ,2019/9/30,2019/12/31,-13.0362,35.1692,0.0197
300603.SZ,2019/12/31,2020/3/31,742.8567,96.5651,0.0507
300603.SZ,2020/3/31,2020/6/30,-2.1031,58.554,0.0281
300603.SZ,2020/6/30,2020/9/30,-28.9556,63.8088,0.0348
300604.SZ,2019/9/30,2019/12/31,43.7454,45.3529,0.0276
300604.SZ,2019/12/31,2020/3/31,-22.824,71.1427,0.0394
300604.SZ,2020/3/31,2020/6/30,254.818,44.4239,0.0216
300604.SZ,2020/6/30,2020/9/30,-44.9461,49.0013,0.0232
300607.SZ,2019/9/30,2019/12/31,142.8172,34.3585,0.0209
300607.SZ,2019/12/31,2020/3/31,110.418,61.5644,0.0330
300607.SZ,2020/3/31,2020/6/30,206.3527,44.4783,0.0280
300607.SZ,2020/6/30,2020/9/30,23.4849,50.6295,0.0261
300612.SZ,2019/9/30,2019/12/31,10.0332,58.5912,0.0361
300612.SZ,2019/12/31,2020/3/31,-56.3671,55.7216,0.0286
300612.SZ,2020/3/31,2020/6/30,3708.3,79.5054,0.0489
300612.SZ,2020/6/30,2020/9/30,-39.3236,88.9087,0.0514
300613.SZ,2019/9/30,2019/12/31,110.9648,59.3458,0.0374
300613.SZ,2019/12/31,2020/3/31,-52.0969,65.5001,0.0318
300613.SZ,2020/3/31,2020/6/30,459.684,44.3679,0.0253
300613.SZ,2020/6/30,2020/9/30,123.6648,80.2466,0.0473
300616.SZ,2019/9/30,2019/12/31,-16.8525,28.8902,0.0166
300616.SZ,2019/12/31,2020/3/31,-41.7485,40.7693,0.0182
300616.SZ,2020/3/31,2020/6/30,-33.9337,31.9189,0.0188
300616.SZ,2020/6/30,2020/9/30,15.8449,41.4321,0.0231
300617.SZ,2019/9/30,2019/12/31,53.1272,29.811,0.0168
300617.SZ,2019/12/31,2020/3/31,503.5339,72.9094,0.0418
300617.SZ,2020/3/31,2020/6/30,120.9001,38.2823,0.0208
300617.SZ,2020/6/30,2020/9/30,168.5713,48.2299,0.0263
300618.SZ,2019/9/30,2019/12/31,121.5375,48.7438,0.0285
300618.SZ,2019/12/31,2020/3/31,-90.2421,72.6175,0.0378
