基金代码,基金名称,成立日期,基金经理,上一期,日期,区间收益率,区间波动率,Sharpe,上一期基金规模,成立年限
005005.OF,中金金泽A,2017/9/1,邱延冰,2018/9/30,2018/12/31,-31.311891,23.3836,-1,0.151736342,1.3315
005009.OF,申万菱信行业轮动,2017/9/29,林博程,2018/9/30,2018/12/31,-37.273216,30.113,-1,2.932210027,1.2548
005035.OF,银华信息科技量化A,2017/9/15,"李宜璇,马君",2018/9/30,2018/12/31,-43.091608,32.6196,-1,0.103025196,1.2932
005037.OF,银华新能源新材料量化A,2017/9/15,李宜璇,2018/9/30,2018/12/31,-11.127098,27.7874,-1,0.233267031,1.2932
005041.OF,人保研究精选A,2018/2/1,郁琦,2018/9/30,2018/12/31,-30.344737,22.8897,-1,1.713401807,0.9123
005043.OF,国寿安保健康科学A,2017/11/1,"张琦,刘志军",2018/9/30,2018/12/31,-24.833513,16.5305,-1,0.386308132,1.1644
005075.OF,富国研究量化精选,2017/11/24,于鹏,2018/9/30,2018/12/31,-38.708408,22.5957,-1,1.735612667,1.1014
005082.OF,诺德量化蓝筹增强A,2017/12/29,曾文宏,2018/9/30,2018/12/31,-45.116525,14.9294,-1,5.57E-05,1.0055
005090.OF,嘉合睿金A,2018/3/21,骆海涛,2018/9/30,2018/12/31,-6.375904,6.5814,-1,0.102999521,0.7808
005095.OF,国泰量化成长优选A,2018/5/9,艾小军,2018/9/30,2018/12/31,-43.321214,28.0425,-1,0.219875777,0.6466
005104.OF,富荣福康A,2018/2/11,郎骋成,2018/9/30,2018/12/31,-43.286464,19.1421,-1,0.328129036,0.8849
005106.OF,银华农业产业,2017/9/28,王翔,2018/9/30,2018/12/31,-27.68874,21.4702,-1,0.182120696,1.2575
005164.OF,富荣福锦A,2018/3/16,邓宇翔,2018/9/30,2018/12/31,-43.181932,21.5061,-1,0.000297292,0.7945
005189.OF,海富通量化前锋A,2018/2/8,纪君凯,2018/9/30,2018/12/31,-34.184953,22.9867,-1,0.775232803,0.8932
005235.OF,银华食品饮料A,2017/11/9,"马君,李宜璇",2018/9/30,2018/12/31,-50.157421,33.33,-1,0.289345585,1.1425
005237.OF,银华医疗健康A,2017/11/9,马君,2018/9/30,2018/12/31,-54.039634,30.4638,-1,0.205094589,1.1425
005241.OF,中欧时代智慧A,2018/1/25,成雨轩,2018/9/30,2018/12/31,-23.719087,27.5688,-1,23.68671603,0.9315
005250.OF,银华估值优势,2017/11/3,程桯,2018/9/30,2018/12/31,-46.152483,26.1402,-1,17.85536229,1.1589
005264.OF,国都多策略,2018/5/25,"张崴,尹德才",2018/9/30,2018/12/31,-8.240464,6.4643,-1,0.15638594,0.6027
005268.OF,鹏华优势企业,2017/11/29,陈璇淼,2018/9/30,2018/12/31,-38.009252,27.6528,-1,4.526425432,1.0877
005296.OF,南华丰淳A,2017/12/26,"刘斐,徐超",2018/9/30,2018/12/31,-45.678474,29.4582,-1,0.025410308,1.0137
005310.OF,广发电子信息传媒产业精选A,2017/12/11,"观富钦,冯骋",2018/9/30,2018/12/31,-41.920013,31.8312,-1,0.459199953,1.0548
005335.OF,浙商全景消费,2017/12/29,"刘宏达,贾腾",2018/9/30,2018/12/31,-28.34461,18.6027,-1,3.047043063,1.0055
005351.OF,汇添富行业整合主题,2018/2/13,赵鹏程,2018/9/30,2018/12/31,-38.41044,20.6667,-1,5.637715105,0.8795
005352.OF,鹏扬景泰成长A,2017/12/20,邓彬彬,2018/9/30,2018/12/31,-34.575806,25.3959,-1,6.462422621,1.0301
005402.OF,广发资源优选A,2017/12/14,孙迪,2018/9/30,2018/12/31,-27.284464,20.4855,-1,1.089661336,1.0466
005405.OF,中金金序量化蓝筹A,2018/2/6,魏孛,2018/9/30,2018/12/31,-28.951766,19.4398,-1,0.431903241,0.8986
005409.OF,华泰柏瑞战略新兴产业A,2018/1/16,吴邦栋,2018/9/30,2018/12/31,-31.820015,20.3442,-1,12.48238171,0.9562
005449.OF,华夏行业龙头,2018/3/7,季新星,2018/9/30,2018/12/31,-36.241555,25.4065,-1,48.6014606,0.8192
005486.OF,平安量化精选A,2018/2/1,毛时超,2018/9/30,2018/12/31,-22.167001,14.788,-1,1.020665699,0.9123
005495.OF,创金合信科技成长A,2017/12/28,周志敏,2018/9/30,2018/12/31,-42.089533,30.252,-1,0.067903202,1.0082
005498.OF,银华积极成长,2018/3/29,孙蓓琳,2018/9/30,2018/12/31,-35.479976,22.4793,-1,4.836571802,0.7589
005502.OF,华泰紫金智能量化,2018/2/1,毛甜,2018/9/30,2018/12/31,-52.14272,22.438,-1,1.190967381,0.9123
005505.OF,前海开源中药研究精选A,2018/3/21,范洁,2018/9/30,2018/12/31,0.441292,18.2969,-1,0.010321798,0.7808
005533.OF,银华国企改革,2018/6/29,"焦巍,魏卓",2018/9/30,2018/12/31,-11.117032,14.396,-1,0.104669561,0.5068
005569.OF,中融智选红利A,2018/3/30,"陈薪羽,赵菲",2018/9/30,2018/12/31,-31.012228,23.2928,-1,2.822899041,0.7562
005612.OF,嘉实核心优势,2018/2/1,胡宇飞,2018/9/30,2018/12/31,-40.695936,27.282,-1,70.89103439,0.9123
005628.OF,汇安趋势动力A,2018/4/25,周加文,2018/9/30,2018/12/31,-21.256762,16.5546,-1,0.68317848,0.6849
005630.OF,华安研究精选,2018/3/14,万建军,2018/9/30,2018/12/31,-41.555921,22.4558,-1,3.328015103,0.8
005632.OF,鹏华量化先锋,2018/2/23,罗捷,2018/9/30,2018/12/31,-35.956436,22.523,-1,0.175071563,0.8521
005635.OF,博时量化多策略A,2018/4/3,"黄瑞庆,林景艺",2018/9/30,2018/12/31,-36.990695,25.8652,-1,0.662519286,0.7452
005638.OF,农银汇理量化智慧动力,2018/3/26,魏刚,2018/9/30,2018/12/31,-42.275287,21.7507,-1,4.403085261,0.7671
005660.OF,嘉实资源精选A,2018/10/22,"苏文杰,肖觅",2018/9/30,2018/12/31,0,4.3471,-1,0,0.1918
005669.OF,前海开源公用事业,2018/3/23,崔宸龙,2018/9/30,2018/12/31,-6.251722,14.7777,-1,0.959988445,0.7753
005701.OF,上投摩根香港精选港股通,2018/6/8,张淑婉,2018/9/30,2018/12/31,-31.3798,17.1973,-1,1.98346063,0.5644
005706.OF,兴业龙腾双益平衡,2018/4/19,"腊博,刘方旭",2018/9/30,2018/12/31,-10.767756,8.6505,-1,3.836056453,0.7014
005707.OF,富国港股通量化精选,2018/5/30,"徐幼华,蔡卡尔",2018/9/30,2018/12/31,-29.235525,21.5374,-1,0.895891055,0.589
005708.OF,国联安远见成长,2018/5/15,"刘斌,徐志华",2018/9/30,2018/12/31,-28.592245,12.0788,-1,3.107119964,0.6301
005760.OF,富国周期优势,2018/7/10,刘博,2018/9/30,2018/12/31,-12.791486,10.5517,-1,1.023707644,0.4767
005774.OF,华夏产业升级,2018/8/24,代瑞亮,2018/9/30,2018/12/31,-12.206623,8.6848,-1,0,0.3534
005777.OF,广发科技动力,2018/5/31,李耀柱,2018/9/30,2018/12/31,-36.870944,21.2733,-1,19.76392624,0.5863
005805.OF,华泰柏瑞医疗健康,2018/6/25,张弘,2018/9/30,2018/12/31,-41.376109,22.8114,-1,3.223494323,0.5178
005825.OF,申万菱信智能驱动,2018/6/13,徐远航,2018/9/30,2018/12/31,-20.112068,16.9323,-1,1.252431568,0.5507
005826.OF,华夏潜龙精选,2018/9/27,"潘中宁,王睿智",2018/9/30,2018/12/31,-22.668275,15.6905,-1,0,0.2603
005844.OF,东方人工智能主题,2018/6/7,严凯,2018/9/30,2018/12/31,-36.282361,21.4345,-1,1.761953018,0.5671
005847.OF,富国沪港深业绩驱动,2018/7/27,宁君,2018/9/30,2018/12/31,-14.609936,9.7234,-1,3.121988029,0.4301
005848.OF,银华裕利,2018/12/7,"陈梦舒,程桯",2018/9/30,2018/12/31,0,0.8218,-1,0,0.0658
005883.OF,华宝港股通香港,2018/6/20,周欣,2018/9/30,2018/12/31,-12.933186,5.6349,-1,2.942976554,0.5315
005888.OF,华夏新兴消费A,2018/11/7,孙轶佳,2018/9/30,2018/12/31,0,2.1304,-1,0,0.1479
005894.OF,华夏优势精选,2018/8/7,李湘杰,2018/9/30,2018/12/31,-20.799571,7.1276,-1,0,0.4
005927.OF,创金合信新能源汽车A,2018/5/8,曹春林,2018/9/30,2018/12/31,-26.4069,20.3859,-1,0.08128447,0.6493
005939.OF,工银瑞信新能源汽车A,2018/11/14,"杜洋,闫思倩",2018/9/30,2018/12/31,0,0.9716,-1,0,0.1288
005962.OF,宝盈人工智能A,2018/8/15,张仲维,2018/9/30,2018/12/31,-19.419836,24.2844,-1,0,0.3781
005967.OF,鹏华创新驱动,2018/6/6,"梁浩,聂毅翔",2018/9/30,2018/12/31,-26.915217,21.3281,-1,15.57885689,0.5699
005968.OF,创金合信工业周期精选A,2018/5/17,李游,2018/9/30,2018/12/31,-35.295292,26.7079,-1,0.043681638,0.6247
006002.OF,工银瑞信医药健康A,2018/7/30,谭冬寒,2018/9/30,2018/12/31,-22.698618,8.0769,-1,3.249407027,0.4219
006022.OF,富国大盘价值,2018/7/19,徐幼华,2018/9/30,2018/12/31,-17.565722,7.999,-1,0.851200888,0.4521
006025.OF,诺安优化配置,2018/9/20,吴博俊,2018/9/30,2018/12/31,3.137174,0.8372,-1,0,0.2795
006049.OF,恒越研究精选A,2018/7/4,"李静,高楠",2018/9/30,2018/12/31,-33.793977,25.2542,-1,1.306790012,0.4932
006058.OF,民生加银新兴成长,2018/9/7,孙伟,2018/9/30,2018/12/31,-8.250947,6.1699,-1,0,0.3151
006103.OF,凯石淳行业精选A,2018/7/19,周德生,2018/9/30,2018/12/31,-47.965244,20.6189,-1,2.261349931,0.4521
006111.OF,泰康弘实3个月定开,2018/8/23,"桂跃强,陈怡",2018/9/30,2018/12/31,-4.603244,7.9925,-1,0,0.3562
006128.OF,银河和美生活,2018/11/22,"楼华锋,郑巍山",2018/9/30,2018/12/31,0,1.641,-1,0,0.1068
006132.OF,万家智造优势A,2018/8/28,李文宾,2018/9/30,2018/12/31,-13.751674,12.0009,-1,0,0.3425
006136.OF,广发估值优势,2018/9/21,张东一,2018/9/30,2018/12/31,-3.829589,2.3912,-1,0,0.2767
006157.OF,财通量化核心优选,2018/9/17,朱海东,2018/9/30,2018/12/31,-15.874164,8.8204,-1,0,0.2877
006160.OF,博道启航A,2018/8/10,杨梦,2018/9/30,2018/12/31,-18.842557,14.5355,-1,0,0.3918
006193.OF,鑫元核心资产A,2018/11/14,"丁玥,林启姜",2018/9/30,2018/12/31,0,2.1925,-1,0,0.1288
006195.OF,国金量化多因子,2018/10/31,"宫雪,马芳",2018/9/30,2018/12/31,0,4.4665,-1,0,0.1671
006205.OF,汇添富沪港深优势精选,2018/9/21,陈健玮,2018/9/30,2018/12/31,-8.177302,11.3948,-1,0,0.2767
006223.OF,交银创新成长,2018/9/27,周中,2018/9/30,2018/12/31,-3.026546,6.5633,-1,0,0.2603
006225.OF,人保量化基本面A,2018/9/27,"彬彬,石晓冉",2018/9/30,2018/12/31,-7.214499,4.4003,-1,0,0.2603
006230.OF,鹏华研究驱动,2018/9/14,"聂毅翔,包兵华",2018/9/30,2018/12/31,-6.357957,9.0802,-1,0,0.2959
006240.OF,中融医疗健康精选A,2018/9/19,冯琪,2018/9/30,2018/12/31,-7.659809,3.8575,-1,0,0.2822
006243.OF,中银双息回报,2018/9/27,"李建,刘腾",2018/9/30,2018/12/31,1.856966,0.8695,-1,0,0.2603
006265.OF,红土创新新科技,2018/9/14,朱然,2018/9/30,2018/12/31,-19.901196,14.9209,-1,0,0.2959
006274.OF,圆信永丰医药健康,2018/11/29,肖世源,2018/9/30,2018/12/31,0,1.9906,-1,0,0.0877
006290.OF,南方养老2035三年A,2018/11/6,"黄俊,鲁炳良",2018/9/30,2018/12/31,0,0.4496,-1,0,0.1507
006296.OF,鹏华养老2035三年,2018/12/5,焦文龙,2018/9/30,2018/12/31,0,0.6711,-1,0,0.0712
006299.OF,恒越核心精选A,2018/11/15,"高楠,叶佳",2018/9/30,2018/12/31,0,0.8604,-1,0,0.126
006305.OF,银华养老2035三年,2018/12/13,"肖侃宁,熊侃",2018/9/30,2018/12/31,0,0.619,-1,0,0.0493
006321.OF,中欧预见养老2035三年A,2018/10/10,桑磊,2018/9/30,2018/12/31,0,0.7607,-1,0,0.2247
006346.OF,安信量化优选A,2018/9/3,施荣盛,2018/9/30,2018/12/31,-11.049777,15.3776,-1,0,0.326
006348.OF,银华盛利,2018/12/13,"李旻,向伊达",2018/9/30,2018/12/31,0,2.3597,-1,0,0.0493
006366.OF,兴业安保优选,2018/12/7,刘方旭,2018/9/30,2018/12/31,0,1.3967,-1,0,0.0658
006424.OF,嘉合锦程价值精选A,2018/12/20,"李国林,骆海涛",2018/9/30,2018/12/31,0,0.3354,-1,0,0.0301
006430.OF,凯石澜龙头经济定开,2018/12/5,梁福涛,2018/9/30,2018/12/31,0,1.5088,-1,0,0.0712
006502.OF,财通集成电路产业A,2018/11/29,金梓才,2018/9/30,2018/12/31,0,0.5807,-1,0,0.0877
006511.OF,博道卓远A,2018/11/7,袁争光,2018/9/30,2018/12/31,0,3.384,-1,0,0.1479
006538.OF,东海核心价值,2018/11/23,胡德军,2018/9/30,2018/12/31,0,0.2827,-1,0,0.1041
006551.OF,中庚价值领航,2018/12/19,丘栋荣,2018/9/30,2018/12/31,0,0.1117,-1,0,0.0329
006568.OF,国联安行业领先,2018/12/13,高兰君,2018/9/30,2018/12/31,0,0.2415,-1,0,0.0493
006642.OF,华泰保兴吉年利,2018/12/25,尚烁徽,2018/9/30,2018/12/31,0,10.7321,-1,0,0.0164
020003.OF,国泰金龙行业精选,2003/12/5,杨飞,2018/9/30,2018/12/31,-37.962079,24.483,-1,20.98254835,15.0822
020005.OF,国泰金马稳健回报,2004/6/18,李恒,2018/9/30,2018/12/31,-49.482463,30.8554,-1,15.2880937,14.5452
020009.OF,国泰金鹏蓝筹价值,2006/9/29,胡松,2018/9/30,2018/12/31,-41.03284,23.9241,-1,5.354718233,12.263
020010.OF,国泰金牛创新成长,2007/5/18,程洲,2018/9/30,2018/12/31,-42.568938,24.6123,-1,14.89351968,11.6301
020015.OF,国泰区位优势,2009/5/27,饶玉涵,2018/9/30,2018/12/31,-42.743095,25.9302,-1,1.503266111,9.6027
020018.OF,国泰金鹿,2014/8/26,李海,2018/9/30,2018/12/31,0.380843,0.5269,-1,2.377778351,4.3507
020023.OF,国泰事件驱动,2011/8/17,林小聪,2018/9/30,2018/12/31,-46.462985,28.0224,-1,0.731536708,7.3781
020026.OF,国泰成长优选,2012/3/20,申坤,2018/9/30,2018/12/31,-53.99207,28.208,-1,34.08247427,6.7863
040001.OF,华安创新,2001/9/21,"杨明,崔莹",2018/9/30,2018/12/31,-33.115386,18.5903,-1,17.59996529,17.2877
040004.OF,华安宝利配置,2004/8/24,陈媛,2018/9/30,2018/12/31,-25.194588,18.7788,-1,13.29482973,14.3616
040005.OF,华安宏利,2006/9/6,王春,2018/9/30,2018/12/31,-32.111388,28.2818,-1,20.37528975,12.326
040008.OF,华安策略优选,2007/8/2,杨明,2018/9/30,2018/12/31,-44.574688,24.231,-1,84.751699,11.4219
040011.OF,华安核心优选,2008/10/22,"陆秋渊,盛骅",2018/9/30,2018/12/31,-19.247562,22.0941,-1,13.1291126,10.1973
040016.OF,华安行业轮动,2010/5/11,饶晓鹏,2018/9/30,2018/12/31,-35.20166,21.5876,-1,2.051243878,8.6466
040025.OF,华安科技动力,2011/12/20,李欣,2018/9/30,2018/12/31,-29.782777,21.0344,-1,24.95943812,7.0356
040035.OF,华安逆向策略,2012/8/16,崔莹,2018/9/30,2018/12/31,-23.624209,23.2228,-1,11.84999905,6.3781
050001.OF,博时价值增长,2002/10/9,"金晟哲,李洋",2018/9/30,2018/12/31,-16.236889,18.8894,-1,32.80558013,16.2384
050004.OF,博时精选A,2004/6/22,杨鹏,2018/9/30,2018/12/31,-25.025309,24.525,-1,33.07720393,14.5342
050007.OF,博时平衡配置,2006/5/31,"王申,孙少锋",2018/9/30,2018/12/31,-26.096887,16.7682,-1,4.640133091,12.5945
050008.OF,博时第三产业成长,2007/4/12,李佳,2018/9/30,2018/12/31,-42.36843,25.5426,-1,15.05450019,11.7288
050009.OF,博时新兴成长,2007/7/6,曾鹏,2018/9/30,2018/12/31,-49.125291,30.0514,-1,28.6589827,11.4959
050010.OF,博时特许价值A,2008/5/28,"曾鹏,肖瑞瑾",2018/9/30,2018/12/31,-35.679869,26.7963,-1,1.971827125,10.6
050014.OF,博时创业成长A,2010/6/1,韩茂华,2018/9/30,2018/12/31,-32.655684,26.4629,-1,3.656007474,8.589
050018.OF,博时行业轮动,2010/12/10,陈雷,2018/9/30,2018/12/31,-13.44906,21.3779,-1,2.453585669,8.063
050026.OF,博时医疗保健行业A,2012/8/28,葛晨,2018/9/30,2018/12/31,-43.653555,29.1897,-1,5.2515924,6.3452
050201.OF,博时价值增长2号,2006/9/27,蒋娜,2018/9/30,2018/12/31,-17.576727,18.8426,-1,12.141731,12.2685
070001.OF,嘉实成长收益A,2002/11/5,胡涛,2018/9/30,2018/12/31,-33.782706,24.4894,-1,37.66344133,16.1644
070002.OF,嘉实增长,2003/7/9,归凯,2018/9/30,2018/12/31,-37.525921,23.7565,-1,20.03760503,15.4904
070003.OF,嘉实稳健,2003/7/9,栾峰,2018/9/30,2018/12/31,-34.655956,20.7409,-1,29.54532539,15.4904
070006.OF,嘉实服务增值行业,2004/4/1,常蓁,2018/9/30,2018/12/31,-43.84553,25.1436,-1,15.06975101,14.7589
070010.OF,嘉实主题精选,2006/7/21,王丹,2018/9/30,2018/12/31,-28.929388,21.713,-1,32.25035984,12.4548
070011.OF,嘉实策略增长,2006/12/12,"洪流,董福焱",2018/9/30,2018/12/31,-32.136227,30.134,-1,29.60116241,12.0603
070013.OF,嘉实研究精选A,2008/5/27,张露,2018/9/30,2018/12/31,-43.511625,25.8086,-1,27.59234246,10.6027
070017.OF,嘉实量化阿尔法,2009/3/20,金猛,2018/9/30,2018/12/31,-40.878187,23.7689,-1,2.005163661,9.789
070019.OF,嘉实价值优势,2010/6/7,谭丽,2018/9/30,2018/12/31,-37.616664,25.9259,-1,14.72386757,8.5726
070021.OF,嘉实主题新动力,2010/12/7,曲盛伟,2018/9/30,2018/12/31,-17.758769,28.5583,-1,4.320161273,8.0712
070027.OF,嘉实周期优选,2011/12/8,肖觅,2018/9/30,2018/12/31,-34.56823,26.6515,-1,12.76068306,7.0685
080001.OF,长盛成长价值,2002/9/18,付海宁,2018/9/30,2018/12/31,-22.603709,19.8974,-1,2.702121577,16.2959
080005.OF,长盛量化红利策略,2009/11/25,冯雨生,2018/9/30,2018/12/31,-29.371012,19.9922,-1,2.629430727,9.1041
080007.OF,长盛同鑫行业配置,2014/5/27,陈亘斯,2018/9/30,2018/12/31,-23.159753,25.3841,-1,0.345887373,4.6
080012.OF,长盛电子信息产业A,2012/3/27,钱文礼,2018/9/30,2018/12/31,-36.405011,26.4862,-1,10.89623529,6.7671
090001.OF,大成价值增长,2002/11/11,"杨挺,李林益",2018/9/30,2018/12/31,-29.067212,16.2913,-1,18.67494025,16.1479
090003.OF,大成蓝筹稳健,2004/6/3,侯春燕,2018/9/30,2018/12/31,-37.730305,26.1915,-1,32.33097018,14.5863
090004.OF,大成精选增值,2004/12/15,李博,2018/9/30,2018/12/31,-21.949259,25.5033,-1,11.80551789,14.0521
090007.OF,大成策略回报,2008/11/26,徐彦,2018/9/30,2018/12/31,-30.554022,25.0285,-1,23.48503996,10.1014
090011.OF,大成核心双动力,2010/6/22,"张钟玉,苏秉毅",2018/9/30,2018/12/31,-32.357653,22.6167,-1,0.80057893,8.5315
090015.OF,大成内需增长A,2011/6/14,张烨,2018/9/30,2018/12/31,-20.331001,25.0762,-1,3.575138708,7.5534
090016.OF,大成消费主题,2011/11/8,齐炜中,2018/9/30,2018/12/31,-32.944415,26.8281,-1,0.280401218,7.1507
090018.OF,大成新锐产业,2012/3/20,韩创,2018/9/30,2018/12/31,-33.428136,27.368,-1,0.496980626,6.7863
090019.OF,大成景恒A,2012/6/15,苏秉毅,2018/9/30,2018/12/31,-11.859089,28.3115,-1,0.188211208,6.5479
090020.OF,大成健康产业,2014/1/24,杨挺,2018/9/30,2018/12/31,-44.571293,28.0633,-1,0.21651638,4.937
100016.OF,富国天源沪港深,2002/8/16,易智泉,2018/9/30,2018/12/31,-40.155894,21.122,-1,5.620402927,16.3863
100020.OF,富国天益价值,2004/6/15,唐颐恒,2018/9/30,2018/12/31,-43.500176,26.7507,-1,31.95950815,14.5534
100022.OF,富国天瑞强势精选,2005/4/5,厉叶淼,2018/9/30,2018/12/31,-44.486974,22.4288,-1,26.21037362,13.7479
100026.OF,富国天合稳健优选,2006/11/15,张啸伟,2018/9/30,2018/12/31,-40.850901,23.454,-1,22.65921726,12.1342
100039.OF,富国通胀通缩主题,2010/5/12,曹晋,2018/9/30,2018/12/31,-33.792389,21.1935,-1,1.417699371,8.6438
100056.OF,富国低碳环保,2011/8/10,曹文俊,2018/9/30,2018/12/31,-29.977219,21.981,-1,51.9829656,7.3973
100060.OF,富国高新技术产业,2012/6/27,李元博,2018/9/30,2018/12/31,-18.34464,25.8689,-1,1.871854207,6.5151
110001.OF,易方达平稳增长,2002/8/23,陈皓,2018/9/30,2018/12/31,-34.047401,20.9154,-1,20.93623781,16.3671
110002.OF,易方达策略成长,2003/12/9,蔡荣成,2018/9/30,2018/12/31,-54.767653,27.115,-1,11.85390833,15.0712
110005.OF,易方达积极成长,2004/9/9,王超,2018/9/30,2018/12/31,-34.796575,27.8834,-1,18.20380303,14.3178
110009.OF,易方达价值精选,2006/6/13,葛秋石,2018/9/30,2018/12/31,-43.695302,26.9364,-1,25.147493,12.5589
110011.OF,易方达中小盘,2008/6/19,张坤,2018/9/30,2018/12/31,-47.708875,34.779,-1,96.63890905,10.5397
110015.OF,易方达行业领先,2009/3/26,冯波,2018/9/30,2018/12/31,-49.330121,28.221,-1,8.651127076,9.7726
110022.OF,易方达消费行业,2010/8/20,萧楠,2018/9/30,2018/12/31,-49.198483,30.838,-1,158.4714997,8.3699
110023.OF,易方达医疗保健,2011/1/28,杨桢霄,2018/9/30,2018/12/31,-43.250306,27.6159,-1,35.95523589,7.9288
110025.OF,易方达资源行业,2011/8/16,兰传杰,2018/9/30,2018/12/31,-46.132951,27.7996,-1,8.120769555,7.3808
110029.OF,易方达科讯,2007/12/18,"陈皓,刘健维",2018/9/30,2018/12/31,-44.92006,30.2833,-1,40.39035728,11.0438
121002.OF,国投瑞银景气行业,2004/4/29,伍智勇,2018/9/30,2018/12/31,-26.273215,21.5732,-1,8.132316637,14.6822
121003.OF,国投瑞银核心企业,2006/4/19,吉莉,2018/9/30,2018/12/31,-38.156416,22.1024,-1,10.3979235,12.7096
121005.OF,国投瑞银创新动力,2006/11/15,孙文龙,2018/9/30,2018/12/31,-23.334968,25.3437,-1,8.69903802,12.1342
121008.OF,国投瑞银成长优选,2008/1/10,桑俊,2018/9/30,2018/12/31,-39.464167,23.8246,-1,3.658643983,10.9808
150968.OF,银河研究精选,2017/7/27,神玉飞,2018/9/30,2018/12/31,-37.292432,23.9861,-1,7.523578935,1.4301
151001.OF,银河稳健,2003/8/4,钱睿南,2018/9/30,2018/12/31,-30.672419,18.6261,-1,6.01894414,15.4192
160105.OF,南方积极配置,2004/10/14,"张原,张延闽",2018/9/30,2018/12/31,-37.274359,19.7117,-1,6.967988403,14.2219
160106.OF,南方高增长,2005/7/13,张原,2018/9/30,2018/12/31,-47.52189,34.0554,-1,12.83852295,13.4767
160127.OF,南方新兴消费A,2012/3/13,"茅炜,郑诗韵",2018/9/30,2018/12/31,-51.817792,30.3696,-1,7.632472193,6.8055
160133.OF,南方天元新产业,2014/7/3,蒋秋洁,2018/9/30,2018/12/31,-32.130158,24.7527,-1,7.697971492,4.4986
160311.OF,华夏蓝筹核心,2007/4/24,罗皓亮,2018/9/30,2018/12/31,-40.003892,23.0644,-1,37.21297414,11.6959
160314.OF,华夏行业精选,2007/11/22,王劲松,2018/9/30,2018/12/31,-33.345294,23.0626,-1,18.95668409,11.1151
160322.OF,华夏港股通精选,2016/11/11,"李湘杰,黄芳",2018/9/30,2018/12/31,-34.915637,23.345,-1,3.11449467,2.137
160415.OF,华安量化多因子,2011/9/2,"孙晨进,马丁",2018/9/30,2018/12/31,-45.161743,25.6417,-1,0.165738045,7.3342
160505.OF,博时主题行业,2005/1/6,"王俊,金晟哲",2018/9/30,2018/12/31,-24.573844,24.5537,-1,102.6213577,13.9918
160512.OF,博时卓越品牌,2011/4/22,王增财,2018/9/30,2018/12/31,-30.129267,24.9524,-1,3.073117332,7.6986
160603.OF,鹏华普天收益,2003/7/12,蒋鑫,2018/9/30,2018/12/31,-33.186157,22.5441,-1,4.876326222,15.4822
160605.OF,鹏华中国50,2004/5/12,王宗合,2018/9/30,2018/12/31,-57.174471,33.7978,-1,8.779146044,14.6466
160607.OF,鹏华价值优势,2006/7/18,谢书英,2018/9/30,2018/12/31,-35.793122,25.4282,-1,17.43594753,12.463
