基金代码,基金名称,成立日期,基金经理,上一期,日期,区间收益率,区间波动率,Sharpe,上一期基金规模,成立年限
050009.OF,博时新兴成长,2007/7/6,曾鹏,2019/9/30,2019/12/31,38.176786,17.3482,0.1153,33.0622048,12.4959
050010.OF,博时特许价值A,2008/5/28,"曾鹏,肖瑞瑾",2019/9/30,2019/12/31,47.484525,17.7264,0.137,5.665071937,11.6
050014.OF,博时创业成长A,2010/6/1,韩茂华,2019/9/30,2019/12/31,26.833692,12.2422,0.1141,3.043870535,9.589
050018.OF,博时行业轮动,2010/12/10,陈雷,2019/9/30,2019/12/31,26.219448,14.0458,0.0982,2.379206258,9.063
050026.OF,博时医疗保健行业A,2012/8/28,葛晨,2019/9/30,2019/12/31,6.442663,18.6139,0.0171,33.18123842,7.3452
050201.OF,博时价值增长2号,2006/9/27,蒋娜,2019/9/30,2019/12/31,47.665036,10.7258,0.2214,13.99675943,13.2685
070001.OF,嘉实成长收益A,2002/11/5,胡涛,2019/9/30,2019/12/31,-16.763932,13.2956,-0.1002,36.78223438,17.1644
070002.OF,嘉实增长,2003/7/9,归凯,2019/9/30,2019/12/31,26.908437,13.1415,0.1071,23.40222737,16.4904
070003.OF,嘉实稳健,2003/7/9,栾峰,2019/9/30,2019/12/31,25.709912,8.9737,0.1468,29.89783068,16.4904
070006.OF,嘉实服务增值行业,2004/4/1,常蓁,2019/9/30,2019/12/31,21.98039,11.3832,0.0998,15.34050853,15.7589
070010.OF,嘉实主题精选,2006/7/21,王丹,2019/9/30,2019/12/31,13.360665,10.971,0.0599,26.01461124,13.4548
070011.OF,嘉实策略增长,2006/12/12,"洪流,董福焱",2019/9/30,2019/12/31,50.000953,12.247,0.2032,32.32028836,13.0603
070013.OF,嘉实研究精选A,2008/5/27,张露,2019/9/30,2019/12/31,28.620755,11.2062,0.1321,27.34754364,11.6027
070017.OF,嘉实量化阿尔法,2009/3/20,金猛,2019/9/30,2019/12/31,35.428629,11.8354,0.1538,2.120550989,10.789
070019.OF,嘉实价值优势,2010/6/7,谭丽,2019/9/30,2019/12/31,61.4163,11.9232,0.2485,25.99327515,9.5726
070021.OF,嘉实主题新动力,2010/12/7,曲盛伟,2019/9/30,2019/12/31,37.151883,23.3536,0.0868,10.61332901,9.0712
070027.OF,嘉实周期优选,2011/12/8,肖觅,2019/9/30,2019/12/31,59.606047,13.675,0.2123,13.78114192,8.0685
080001.OF,长盛成长价值,2002/9/18,付海宁,2019/9/30,2019/12/31,31.673502,10.9987,0.1483,2.910625238,17.2959
080005.OF,长盛量化红利策略,2009/11/25,冯雨生,2019/9/30,2019/12/31,42.909271,11.5757,0.1873,2.057177498,10.1041
080007.OF,长盛同鑫行业配置,2014/5/27,陈亘斯,2019/9/30,2019/12/31,32.886082,17.8017,0.0984,0.285580641,5.6
080012.OF,长盛电子信息产业A,2012/3/27,钱文礼,2019/9/30,2019/12/31,54.535772,21.0473,0.1318,11.51454127,7.7671
090001.OF,大成价值增长,2002/11/11,"杨挺,李林益",2019/9/30,2019/12/31,23.257937,9.8736,0.121,17.53626994,17.1479
090003.OF,大成蓝筹稳健,2004/6/3,侯春燕,2019/9/30,2019/12/31,39.655529,11.083,0.1818,32.4296894,15.5863
090004.OF,大成精选增值,2004/12/15,李博,2019/9/30,2019/12/31,35.241783,11.9492,0.1516,13.01768307,15.0521
090007.OF,大成策略回报,2008/11/26,徐彦,2019/9/30,2019/12/31,46.737105,12.1821,0.1925,16.50834943,11.1014
090011.OF,大成核心双动力,2010/6/22,"张钟玉,苏秉毅",2019/9/30,2019/12/31,46.539911,10.6696,0.2179,1.339976784,9.5315
090015.OF,大成内需增长A,2011/6/14,张烨,2019/9/30,2019/12/31,54.384842,15.2561,0.1771,3.538852569,8.5534
090016.OF,大成消费主题,2011/11/8,齐炜中,2019/9/30,2019/12/31,51.276587,12.9888,0.1963,0.286239782,8.1507
090018.OF,大成新锐产业,2012/3/20,韩创,2019/9/30,2019/12/31,55.857183,13.1806,0.2082,0.509073848,7.7863
090019.OF,大成景恒A,2012/6/15,苏秉毅,2019/9/30,2019/12/31,16.520001,13.5735,0.0631,0.73068055,7.5479
090020.OF,大成健康产业,2014/1/24,杨挺,2019/9/30,2019/12/31,21.447616,16.2359,0.0708,0.225589002,5.937
100016.OF,富国天源沪港深,2002/8/16,易智泉,2019/9/30,2019/12/31,44.087764,12.5648,0.1774,4.615106348,17.3863
100020.OF,富国天益价值,2004/6/15,唐颐恒,2019/9/30,2019/12/31,39.886313,13.2387,0.1542,38.04204812,15.5534
100022.OF,富国天瑞强势精选,2005/4/5,厉叶淼,2019/9/30,2019/12/31,29.230337,16.2946,0.0954,25.04604513,14.7479
100026.OF,富国天合稳健优选,2006/11/15,张啸伟,2019/9/30,2019/12/31,39.668403,10.9931,0.1833,27.53963031,13.1342
100039.OF,富国通胀通缩主题,2010/5/12,曹晋,2019/9/30,2019/12/31,40.180681,19.1614,0.1104,2.49508004,9.6438
100056.OF,富国低碳环保,2011/8/10,曹文俊,2019/9/30,2019/12/31,45.319144,10.1246,0.2239,42.9550295,8.3973
100060.OF,富国高新技术产业,2012/6/27,李元博,2019/9/30,2019/12/31,74.858736,23.0105,0.1566,4.814186778,7.5151
110001.OF,易方达平稳增长,2002/8/23,陈皓,2019/9/30,2019/12/31,28.575883,13.1616,0.1134,22.02343857,17.3671
110002.OF,易方达策略成长,2003/12/9,蔡荣成,2019/9/30,2019/12/31,2.302646,15.195,0.0016,12.7974523,16.0712
110005.OF,易方达积极成长,2004/9/9,王超,2019/9/30,2019/12/31,25.561432,13.0957,0.1022,20.26862528,15.3178
110009.OF,易方达价值精选,2006/6/13,葛秋石,2019/9/30,2019/12/31,19.365587,12.7257,0.079,26.90952253,13.5589
110011.OF,易方达中小盘,2008/6/19,张坤,2019/9/30,2019/12/31,15.003717,14.4241,0.0539,173.770229,11.5397
110015.OF,易方达行业领先,2009/3/26,冯波,2019/9/30,2019/12/31,23.228781,13.7018,0.0891,9.574360143,10.7726
110022.OF,易方达消费行业,2010/8/20,萧楠,2019/9/30,2019/12/31,20.848861,15.0419,0.0735,197.349556,9.3699
110023.OF,易方达医疗保健,2011/1/28,杨桢霄,2019/9/30,2019/12/31,21.137447,20.5661,0.0575,29.22411735,8.9288
110025.OF,易方达资源行业,2011/8/16,兰传杰,2019/9/30,2019/12/31,31.012729,15.1132,0.108,4.343272528,8.3808
110029.OF,易方达科讯,2007/12/18,"陈皓,刘健维",2019/9/30,2019/12/31,38.322882,16.5033,0.1211,45.87053754,12.0438
121002.OF,国投瑞银景气行业,2004/4/29,伍智勇,2019/9/30,2019/12/31,54.262757,10.4804,0.2536,7.652499265,15.6822
121003.OF,国投瑞银核心企业,2006/4/19,吉莉,2019/9/30,2019/12/31,44.589273,13.9322,0.1624,11.20958319,13.7096
121005.OF,国投瑞银创新动力,2006/11/15,孙文龙,2019/9/30,2019/12/31,71.766063,12.9711,0.2603,10.72971461,13.1342
121008.OF,国投瑞银成长优选,2008/1/10,桑俊,2019/9/30,2019/12/31,50.999692,13.942,0.1825,4.115952723,11.9808
150968.OF,银河研究精选,2017/7/27,神玉飞,2019/9/30,2019/12/31,29.780265,14.0818,0.1109,8.513263696,2.4301
151001.OF,银河稳健,2003/8/4,钱睿南,2019/9/30,2019/12/31,25.008516,13.1676,0.0995,11.76293565,16.4192
160105.OF,南方积极配置,2004/10/14,"张原,张延闽",2019/9/30,2019/12/31,26.499104,13.1499,0.1054,6.931060541,15.2219
160106.OF,南方高增长,2005/7/13,张原,2019/9/30,2019/12/31,91.288468,18.8973,0.2189,13.95534595,14.4767
160127.OF,南方新兴消费A,2012/3/13,"茅炜,郑诗韵",2019/9/30,2019/12/31,33.877521,16.8928,0.106,6.300771293,7.8055
160133.OF,南方天元新产业,2014/7/3,蒋秋洁,2019/9/30,2019/12/31,20.718274,11.4003,0.0938,6.886124149,5.4986
160311.OF,华夏蓝筹核心,2007/4/24,罗皓亮,2019/9/30,2019/12/31,25.131323,12.0541,0.1084,38.08830906,12.6959
160314.OF,华夏行业精选,2007/11/22,王劲松,2019/9/30,2019/12/31,63.583321,14.8538,0.207,19.49511979,12.1151
160322.OF,华夏港股通精选,2016/11/11,"李湘杰,黄芳",2019/9/30,2019/12/31,38.165044,14.9997,0.1365,1.556379921,3.137
160415.OF,华安量化多因子,2011/9/2,"孙晨进,马丁",2019/9/30,2019/12/31,11.357742,11.506,0.0474,0.167298637,8.3342
160505.OF,博时主题行业,2005/1/6,"王俊,金晟哲",2019/9/30,2019/12/31,57.879094,12.0253,0.2345,132.0376848,14.9918
160512.OF,博时卓越品牌,2011/4/22,王增财,2019/9/30,2019/12/31,41.98709,13.6617,0.1568,3.388309213,8.6986
160603.OF,鹏华普天收益,2003/7/12,蒋鑫,2019/9/30,2019/12/31,29.301756,13.8721,0.1107,4.520540486,16.4822
160605.OF,鹏华中国50,2004/5/12,王宗合,2019/9/30,2019/12/31,16.285268,17.2997,0.0508,11.61721173,15.6466
160607.OF,鹏华价值优势,2006/7/18,谢书英,2019/9/30,2019/12/31,84.217012,13.8279,0.2776,17.7809608,13.463
160610.OF,鹏华动力增长,2007/1/9,张航,2019/9/30,2019/12/31,46.200063,16.3152,0.1445,14.19297149,12.9836
160613.OF,鹏华盛世创新,2008/10/10,伍旋,2019/9/30,2019/12/31,43.109261,10.6519,0.2038,10.44566187,11.2301
160805.OF,长盛同智,2007/1/5,"朱律,孟棋",2019/9/30,2019/12/31,24.462089,10.3072,0.1223,5.301005173,12.9945
160910.OF,大成创新成长,2007/6/12,"刘旭,侯春燕",2019/9/30,2019/12/31,35.008848,11.6462,0.1544,19.27229494,12.5616
160916.OF,大成优选,2012/7/27,戴军,2019/9/30,2019/12/31,50.544265,13.5004,0.1868,21.10258362,7.4329
160918.OF,大成中小盘,2014/4/10,魏庆国,2019/9/30,2019/12/31,59.35282,14.5975,0.1988,5.871418842,5.7288
160919.OF,大成产业升级,2014/12/26,李林益,2019/9/30,2019/12/31,49.864496,18.835,0.1351,2.061001399,5.0164
161005.OF,富国天惠精选成长A,2005/11/16,朱少醒,2019/9/30,2019/12/31,29.727855,12.0435,0.128,85.45065461,14.1315
161038.OF,富国新兴成长量化精选,2017/7/21,王保合,2019/9/30,2019/12/31,28.054534,13.9565,0.1055,4.61929382,2.4466
161601.OF,融通新蓝筹,2002/9/13,何龙,2019/9/30,2019/12/31,3.881358,9.8131,0.0084,21.30271139,17.3096
161605.OF,融通蓝筹成长,2003/9/30,"余志勇,林清源",2019/9/30,2019/12/31,63.000951,11.5175,0.2625,6.88711524,16.263
161606.OF,融通行业景气A,2004/4/29,邹曦,2019/9/30,2019/12/31,95.437139,17.2613,0.2466,23.48956435,15.6822
161609.OF,融通动力先锋,2006/11/15,朱丹,2019/9/30,2019/12/31,37.504814,14.7253,0.1319,10.74204925,13.1342
161610.OF,融通领先成长A,2007/4/30,"邹曦,何龙",2019/9/30,2019/12/31,52.141269,14.416,0.1802,32.53665007,12.6795
161611.OF,融通内需驱动,2009/4/22,范琨,2019/9/30,2019/12/31,88.539143,12.8598,0.3096,2.136052666,10.6986
161616.OF,融通医疗保健行业A,2012/7/26,蒋秀蕾,2019/9/30,2019/12/31,1.127663,23.6675,0.0022,11.89211705,7.4356
161706.OF,招商优质成长,2005/11/17,贾成东,2019/9/30,2019/12/31,41.666449,20.6601,0.1066,13.49520312,14.1288
161810.OF,银华内需精选,2009/7/1,刘辉,2019/9/30,2019/12/31,87.498848,24.3141,0.1678,17.59720153,10.5068
161903.OF,万家行业优选,2005/7/15,黄兴亮,2019/9/30,2019/12/31,45.432077,21.4155,0.1113,7.178084385,14.4712
162006.OF,长城久富,2007/2/12,陈良栋,2019/9/30,2019/12/31,56.295469,15.1864,0.1831,6.779683655,12.8904
162102.OF,金鹰中小盘精选,2004/5/27,吴德瑄,2019/9/30,2019/12/31,25.773429,15.2555,0.0897,3.833000044,15.6055
162201.OF,泰达宏利成长,2003/4/25,周琦凯,2019/9/30,2019/12/31,75.356898,19.1722,0.1863,10.47507693,16.6959
162202.OF,泰达宏利周期,2003/4/25,张勋,2019/9/30,2019/12/31,81.139773,14.6198,0.2556,1.768100583,16.6959
162203.OF,泰达宏利稳定,2003/4/25,"冀楠,刘欣",2019/9/30,2019/12/31,26.169377,13.3802,0.1025,1.598455187,16.6959
162204.OF,泰达宏利行业精选,2004/7/9,"冀楠,张勋",2019/9/30,2019/12/31,27.339173,14.8028,0.0976,4.611703518,15.4877
162207.OF,泰达宏利效率优选,2006/5/12,"吴华,宁霄",2019/9/30,2019/12/31,12.602128,12.3208,0.0506,9.950728797,13.6466
162209.OF,泰达宏利市值优选,2007/8/3,庄腾飞,2019/9/30,2019/12/31,42.153981,17.8406,0.1228,11.01253424,12.4192
162607.OF,景顺长城资源垄断,2006/1/26,韩文强,2019/9/30,2019/12/31,46.76535,15.0507,0.1575,16.64301245,13.937
162703.OF,广发小盘成长A,2005/2/2,刘格菘,2019/9/30,2019/12/31,104.818633,27.4062,0.1716,32.92950347,14.9178
163110.OF,申万菱信量化小盘,2011/6/16,俞诚,2019/9/30,2019/12/31,35.026183,12.187,0.148,9.722528431,8.5479
163302.OF,大摩资源优选,2005/9/27,徐达,2019/9/30,2019/12/31,61.545346,14.6444,0.2042,5.739959023,14.2685
163406.OF,兴全合润分级,2010/4/22,谢治宇,2019/9/30,2019/12/31,28.422254,13.1796,0.1127,52.32204334,9.6986
163409.OF,兴全绿色投资,2011/5/6,邹欣,2019/9/30,2019/12/31,42.895533,12.4615,0.1745,4.836236977,8.6603
163411.OF,兴全精选,2017/9/6,陈宇,2019/9/30,2019/12/31,45.381848,17.6648,0.1322,11.05936064,2.3178
163412.OF,兴全轻资产,2012/4/5,董理,2019/9/30,2019/12/31,45.013504,12.7867,0.1777,54.34841388,7.7425
163415.OF,兴全商业模式优选,2012/12/18,乔迁,2019/9/30,2019/12/31,34.893391,13.4357,0.1345,26.35613732,7.0384
163503.OF,天治核心成长,2006/1/20,许家涵,2019/9/30,2019/12/31,25.55941,17.3522,0.0794,4.819396326,13.9534
163801.OF,中银中国精选,2005/1/4,王帅,2019/9/30,2019/12/31,23.617017,13.8943,0.0895,13.3492677,14.9973
163803.OF,中银持续增长A,2006/3/17,钱亚风云,2019/9/30,2019/12/31,45.445253,9.8045,0.2316,16.25033141,13.8
163804.OF,中银收益A,2006/10/11,黄珺,2019/9/30,2019/12/31,22.756993,14.1241,0.0849,13.19194655,13.2301
163818.OF,中银中小盘成长,2011/11/23,"王伟,王伟然",2019/9/30,2019/12/31,56.752052,16.2261,0.1732,0.429520757,8.1096
164205.OF,天弘文化新兴产业,2017/8/9,田俊维,2019/9/30,2019/12/31,101.871744,16.3974,0.2719,2.851101339,2.3945
165508.OF,信诚深度价值,2010/7/30,夏明月,2019/9/30,2019/12/31,44.651708,11.2392,0.1997,0.448090598,9.4274
165516.OF,信诚周期轮动,2012/5/7,"吴昊,张弘",2019/9/30,2019/12/31,54.427412,13.0808,0.2052,2.959504108,7.6548
166001.OF,中欧新趋势A,2007/1/29,周蔚文,2019/9/30,2019/12/31,28.046383,12.0803,0.1206,33.05211915,12.9288
166005.OF,中欧价值发现A,2009/7/24,"曹名长,蓝小康,沈悦",2019/9/30,2019/12/31,41.385978,13.36,0.1581,51.73955525,10.4438
166006.OF,中欧行业成长A,2009/12/30,王培,2019/9/30,2019/12/31,64.68855,15.6962,0.1992,40.60470156,10.0082
166009.OF,中欧新动力A,2011/2/10,"王健,许文星",2019/9/30,2019/12/31,76.411907,13.5212,0.2629,4.893508123,8.8932
166011.OF,中欧盛世成长A,2015/3/31,魏博,2019/9/30,2019/12/31,38.451152,15.8083,0.1264,5.543538158,4.7562
166024.OF,中欧恒利三年定开,2017/11/1,"曹名长,沈悦",2019/9/30,2019/12/31,50.690661,13.2854,0.1902,69.03928572,2.1644
166025.OF,中欧远见两年定开A,2019/4/24,"周应波,成雨轩",2019/9/30,2019/12/31,34.71229,11.9014,0.1501,36.11110335,0.6877
166801.OF,浙商聚潮新思维,2012/3/8,陈鹏辉,2019/9/30,2019/12/31,56.720682,12.4635,0.2227,3.603488878,7.8192
167702.OF,德邦量化优选A,2017/3/24,王本昌,2019/9/30,2019/12/31,40.110933,11.417,0.1785,1.152592497,2.7726
168102.OF,九泰锐富事件驱动,2016/2/4,"刘开运,刘心任",2019/9/30,2019/12/31,102.284465,15.6285,0.2857,6.269361806,3.9068
168501.OF,北信瑞丰产业升级,2017/6/23,陆文凯,2019/9/30,2019/12/31,85.75891,22.1151,0.1802,0.609428133,2.5233
168601.OF,汇安裕阳三年定期开放,2018/9/27,邹唯,2019/9/30,2019/12/31,11.85637,15.7645,0.197,2.180965716,1.2603
180001.OF,银华优势企业,2002/11/13,薄官辉,2019/9/30,2019/12/31,34.891427,14.1402,0.1282,7.901581522,17.1425
180010.OF,银华优质增长,2006/6/9,贲兴振,2019/9/30,2019/12/31,29.648615,11.8597,0.1296,24.5609606,13.5699
180012.OF,银华富裕主题,2006/11/16,焦巍,2019/9/30,2019/12/31,15.181457,15.7607,0.0508,73.56974763,13.1315
180031.OF,银华中小盘精选,2012/6/20,"李晓星,张萍,杜宇",2019/9/30,2019/12/31,50.638012,14.8657,0.1707,43.58404138,7.5342
200006.OF,长城消费增值,2006/4/6,龙宇飞,2019/9/30,2019/12/31,26.062301,14.3272,0.0959,14.25316208,13.7452
200008.OF,长城品牌优选,2007/8/6,杨建华,2019/9/30,2019/12/31,14.632546,14.323,0.0528,55.05628947,12.411
200010.OF,长城双动力,2009/1/15,"龙宇飞,尤国梁",2019/9/30,2019/12/31,20.33615,14.9414,0.0721,3.28788349,10.9644
200012.OF,长城中小盘成长,2011/1/27,何以广,2019/9/30,2019/12/31,34.37271,14.5788,0.1229,1.580641404,8.9315
200015.OF,长城优化升级,2012/4/20,张捷,2019/9/30,2019/12/31,50.379002,14.9648,0.1689,0.765058693,7.7014
202001.OF,南方稳健成长,2001/9/28,应帅,2019/9/30,2019/12/31,22.420294,13.8237,0.0853,18.58898277,18.2685
202003.OF,南方绩优成长A,2006/11/16,"史博,骆帅",2019/9/30,2019/12/31,31.751862,16.091,0.1043,50.91593932,13.1315
202005.OF,南方成份精选A,2007/5/14,"黄春逢,张原",2019/9/30,2019/12/31,60.228425,13.9478,0.2102,35.88069723,12.6411
202009.OF,南方盛元红利,2008/3/21,林乐峰,2019/9/30,2019/12/31,28.528638,12.4949,0.1188,8.172827807,11.7863
202011.OF,南方优选价值A,2008/6/18,罗安安,2019/9/30,2019/12/31,26.840136,16.6028,0.0865,13.28337673,11.5425
202019.OF,南方策略优化,2010/3/30,肖勇,2019/9/30,2019/12/31,22.007363,22.8005,0.0553,6.09991384,9.7616
202212.OF,南方平衡配置,2017/7/15,黄春逢,2019/9/30,2019/12/31,35.490584,11.2571,0.1616,2.533377624,2.463
202213.OF,南方核心竞争,2015/12/29,卢玉珊,2019/9/30,2019/12/31,40.495838,10.7797,0.1903,1.58102712,4.0082
206009.OF,鹏华新兴产业,2011/6/15,梁浩,2019/9/30,2019/12/31,50.794905,15.2561,0.167,25.6576345,8.5507
210003.OF,金鹰行业优势,2009/7/1,倪超,2019/9/30,2019/12/31,34.339204,16.9536,0.107,1.397140176,10.5068
210004.OF,金鹰稳健成长,2010/4/14,陈立,2019/9/30,2019/12/31,21.647978,17.0901,0.0684,9.882584092,9.7205
210008.OF,金鹰策略配置,2011/9/1,韩广哲,2019/9/30,2019/12/31,24.397866,23.981,0.0585,0.553026828,8.337
210009.OF,金鹰核心资源,2012/5/23,陈颖,2019/9/30,2019/12/31,64.209466,19.2638,0.1633,7.859921856,7.611
213002.OF,宝盈泛沿海增长,2005/3/8,朱建明,2019/9/30,2019/12/31,22.271842,13.0642,0.0892,10.78598739,14.8247
213003.OF,宝盈策略增长,2007/1/19,"蔡丹,朱建明",2019/9/30,2019/12/31,19.591333,16.5416,0.0636,17.50293361,12.9562
213008.OF,宝盈资源优选,2008/4/15,肖肖,2019/9/30,2019/12/31,35.722211,17.3843,0.1084,19.72493203,11.7178
217001.OF,招商安泰,2003/4/28,潘明曦,2019/9/30,2019/12/31,27.595177,12.5705,0.1144,4.588341595,16.6877
217002.OF,招商安泰平衡,2003/4/28,李崟,2019/9/30,2019/12/31,27.814361,5.7845,0.2438,1.40414858,16.6877
217005.OF,招商先锋,2004/6/1,付斌,2019/9/30,2019/12/31,18.785522,12.1619,0.0797,16.93451643,15.5918
217010.OF,招商大盘蓝筹,2008/6/19,郭锐,2019/9/30,2019/12/31,38.611393,15.3537,0.1303,4.269674838,11.5397
217013.OF,招商中小盘精选,2009/12/25,韩冰,2019/9/30,2019/12/31,48.656762,17.0633,0.145,2.141428724,10.0219
229002.OF,泰达宏利逆向策略,2012/5/23,刘欣,2019/9/30,2019/12/31,25.131506,12.8048,0.1025,3.858995326,7.611
233001.OF,大摩基础行业,2004/3/26,"王大鹏,朱睿",2019/9/30,2019/12/31,42.45616,11.6201,0.1848,1.733383164,15.7753
233006.OF,大摩领先优势,2009/9/22,何晓春,2019/9/30,2019/12/31,37.549687,15.3342,0.1272,3.821981365,10.2795
233007.OF,大摩卓越成长,2010/5/18,王大鹏,2019/9/30,2019/12/31,39.295941,13.0911,0.1538,5.400423917,9.6274
233009.OF,大摩多因子策略,2011/5/17,余斌,2019/9/30,2019/12/31,23.782169,14.0733,0.0891,14.57823913,8.6301
233011.OF,大摩主题优选,2012/3/13,缪东航,2019/9/30,2019/12/31,37.429158,12.8431,0.1497,2.379587551,7.8055
233015.OF,大摩华鑫量化配置A,2012/12/11,陈健夫,2019/9/30,2019/12/31,28.589953,11.4716,0.129,5.59299555,7.0575
240001.OF,华宝宝康消费品,2003/7/15,胡戈游,2019/9/30,2019/12/31,65.044608,12.1463,0.256,10.37185372,16.474
240004.OF,华宝动力组合,2005/11/17,刘自强,2019/9/30,2019/12/31,59.430519,19.1081,0.1545,8.402179345,14.1288
240005.OF,华宝多策略,2004/5/11,蔡目荣,2019/9/30,2019/12/31,50.07927,12.6098,0.1978,13.10257147,15.6493
240008.OF,华宝收益增长,2006/6/15,毛文博,2019/9/30,2019/12/31,55.997059,14.282,0.1933,7.895888657,13.5534
240009.OF,华宝先进成长,2006/11/7,曾豪,2019/9/30,2019/12/31,52.091406,13.4209,0.1928,9.157560639,13.1562
240010.OF,华宝行业精选,2007/6/14,闫旭,2019/9/30,2019/12/31,26.104233,15.6309,0.0888,17.02790306,12.5562
240011.OF,华宝大盘精选,2008/10/7,詹杰,2019/9/30,2019/12/31,32.925145,14.7934,0.1165,1.022626976,11.2384
240017.OF,华宝新兴产业,2010/12/7,易镜明,2019/9/30,2019/12/31,42.672446,14.0137,0.1553,3.979005165,9.0712
240020.OF,华宝医药生物,2012/2/28,光磊,2019/9/30,2019/12/31,12.927089,20.0246,0.036,5.428166346,7.8438
240022.OF,华宝资源优选,2012/8/21,"蔡目荣,丁靖斐",2019/9/30,2019/12/31,38.51576,11.3129,0.1735,2.787846981,7.3644
255010.OF,国联安稳健,2003/8/8,刘斌,2019/9/30,2019/12/31,48.356348,8.3227,0.2873,1.455362917,16.4082
257010.OF,国联安小盘精选,2004/4/12,邹新进,2019/9/30,2019/12/31,43.747755,12.1493,0.1819,8.505572868,15.7288
257020.OF,国联安精选,2005/12/28,魏东,2019/9/30,2019/12/31,58.961994,18.8796,0.1552,7.817257898,14.0164
257040.OF,国联安红利,2008/10/22,徐俊,2019/9/30,2019/12/31,40.504503,11.897,0.1731,0.560640407,11.1973
257050.OF,国联安主题驱动,2009/8/26,张汉毅,2019/9/30,2019/12/31,45.318132,12.7509,0.1793,1.212891943,10.3534
257070.OF,国联安优选行业,2011/5/23,潘明,2019/9/30,2019/12/31,37.498998,26.3375,0.0794,10.57712077,8.6137
260101.OF,景顺长城优选,2003/10/24,杨锐文,2019/9/30,2019/12/31,42.331018,13.6703,0.1579,31.31129695,16.1973
260104.OF,景顺长城内需增长,2004/6/25,刘彦春,2019/9/30,2019/12/31,31.885291,15.0772,0.1111,16.44690673,15.526
260110.OF,景顺长城精选蓝筹,2007/6/18,"余广,江科宏",2019/9/30,2019/12/31,44.317657,13.4241,0.1673,32.43953059,12.5452
260112.OF,景顺长城能源基建,2009/10/20,鲍无可,2019/9/30,2019/12/31,9.871234,6.8986,0.0625,15.63796519,10.2027
260115.OF,景顺长城中小盘,2011/3/22,李孟海,2019/9/30,2019/12/31,64.690878,17.489,0.1798,1.433923964,8.7836
260116.OF,景顺长城核心竞争力A,2011/12/20,余广,2019/9/30,2019/12/31,37.678613,12.6267,0.1531,32.94247127,8.0356
260117.OF,景顺长城支柱产业,2012/11/20,崔俊杰,2019/9/30,2019/12/31,30.708215,11.3458,0.1398,1.212629128,7.1151
270001.OF,广发聚富,2003/12/3,林英睿,2019/9/30,2019/12/31,28.813235,12.7623,0.1176,14.61423899,16.0877
270002.OF,广发稳健增长A,2004/7/26,傅友兴,2019/9/30,2019/12/31,19.244934,7.3327,0.1317,71.3927522,15.4411
270005.OF,广发聚丰A,2005/12/23,邱璟旻,2019/9/30,2019/12/31,17.16268,17.9157,0.0521,57.20250665,14.0301
270006.OF,广发策略优选,2006/5/17,罗洋,2019/9/30,2019/12/31,30.852021,12.8636,0.1247,33.13911031,13.6329
270007.OF,广发大盘成长,2007/6/13,苗宇,2019/9/30,2019/12/31,12.013995,15.0933,0.0406,40.67031811,12.5589
270008.OF,广发核心精选,2008/7/16,程琨,2019/9/30,2019/12/31,39.700797,11.4158,0.1769,8.877033204,11.4658
270021.OF,广发聚瑞A,2009/6/16,费逸,2019/9/30,2019/12/31,59.760761,14.0217,0.2077,13.72637638,10.5479
270028.OF,广发制造业精选A,2011/9/20,李巍,2019/9/30,2019/12/31,69.939963,20.6378,0.1641,5.168970867,8.2849
270041.OF,广发消费品精选A,2012/6/12,李琛,2019/9/30,2019/12/31,49.110035,12.4186,0.1973,5.48391139,7.5562
288001.OF,华夏经典配置,2004/3/15,佟巍,2019/9/30,2019/12/31,12.951991,10.3181,0.061,7.232605753,15.8055
288002.OF,华夏收入,2005/11/17,郑煜,2019/9/30,2019/12/31,44.691324,13.013,0.1736,22.49045299,14.1288
290002.OF,泰信先行策略,2004/6/28,王博强,2019/9/30,2019/12/31,50.649578,18.9741,0.1361,9.126385469,15.5178
290006.OF,泰信蓝筹精选,2009/4/22,"董山青,徐慕浩",2019/9/30,2019/12/31,23.13887,16.2144,0.0765,0.837688798,10.6986
290008.OF,泰信发展主题,2010/12/15,钱鑫,2019/9/30,2019/12/31,64.430364,17.0743,0.1833,0.614237182,9.0493
290011.OF,泰信中小盘精选,2011/10/26,董季周,2019/9/30,2019/12/31,89.558714,21.594,0.1904,0.592880937,8.1863
310308.OF,申万菱信盛利精选,2004/4/9,孙琳,2019/9/30,2019/12/31,25.300367,15.589,0.0864,7.185850575,15.737
310328.OF,申万菱信新动力,2005/11/10,周小波,2019/9/30,2019/12/31,30.32878,13.7181,0.1156,7.959453205,14.1479
310358.OF,申万菱信新经济,2006/12/6,"林博程,付娟",2019/9/30,2019/12/31,50.013144,14.6476,0.1713,8.195449241,13.0767
310368.OF,申万菱信竞争优势,2008/7/4,廖明兵,2019/9/30,2019/12/31,23.809151,9.2455,0.1319,0.268424869,11.4986
310388.OF,申万菱信消费增长,2009/6/12,"杨扬,孙琳",2019/9/30,2019/12/31,30.691657,15.6984,0.1033,1.420477575,10.5589
320001.OF,诺安平衡,2004/5/21,蔡宇滨,2019/9/30,2019/12/31,33.998991,8.0559,0.2145,14.48613274,15.6219
320003.OF,诺安先锋,2005/12/19,"杨谷,张堃",2019/9/30,2019/12/31,27.983324,10.9864,0.1316,29.98977553,14.0411
